card_name,set_name,rarity,subject_name,market_price,predicted_price,predicted_log_price,log_price,card_scarcity,subject_demand,card_chase_appeal,pull_probability,alternative_printings_of_subject,set_age_days
Umbreon ex,Prismatic Evolutions,Special Illustration Rare,Umbreon,1511.45,311.13,5.74021,7.320824733950237,1.0,74.8369,0.496738,0.0006944444444444445,2,544
Mega Gengar ex,Ascended Heroes,Special Illustration Rare,Gengar,1315.52,247.44,5.51116,7.181987303709514,1.0,83.4567,0.669134,0.0006523157208088715,3,166
Pikachu ex,Ascended Heroes,Special Illustration Rare,Pikachu,1284.32,311.52,5.74148,7.1579846743832665,1.0,86.6387,0.732774,0.0006523157208088715,3,166
Mew ex,Paldean Fates,Special Illustration Rare,Mew,1063.77,134.2,4.89929,6.9695744811209455,0.833726476444977,80.674,0.5114745187694646,0.002150537634408602,2,901
Mega Charizard X ex,Phantasmal Flames,Special Illustration Rare,Charizard,868.25,351.94,5.86347,6.766479691624183,0.8010299956639813,87.9598,0.6081387685881119,0.0025,4,243
Mega Dragonite ex,Ascended Heroes,Special Illustration Rare,Dragonite,794.44,125.78,4.83454,6.677637463930591,1.0,74.4633,0.4892660000000001,0.0006523157208088715,4,166
Mega Charizard Y ex,Ascended Heroes,Mega Hyper Rare,Charizard,599.79,379.92,5.93995,6.396579593951851,1.0,87.9598,0.759196,0.000925925925925926,2,166
Zekrom ex,Black Bolt,Black White Rare,Zekrom,562.64,23.17,3.14292,6.332639991999763,1.0,54.6198,0.09239599999999996,0.0007142857142857143,4,362
Sylveon ex,Prismatic Evolutions,Special Illustration Rare,Sylveon,558.57,328.76,5.79534,6.325379946376071,1.0,75.5845,0.5116900000000001,0.0006944444444444445,2,544
Team Rocket's Mewtwo ex,Destined Rivals,Special Illustration Rare,Mewtwo,542.28,207.11,5.33327,6.2957824732111884,1.0,70.6367,0.4127340000000001,0.000968054211035818,4,411
Reshiram ex,White Flare,Black White Rare,Reshiram,496.8,40.9,3.71116,6.208187530619269,1.0,60.4651,0.209302,0.0007142857142857143,4,362
Pikachu ex,Ascended Heroes,Special Illustration Rare,Pikachu,429.16,311.52,5.74148,6.061829809768546,1.0,86.6387,0.732774,0.0006523157208088715,3,166
Magikarp,Paldea Evolved,Illustration Rare,Magikarp,426.63,28.61,3.35385,6.055917127052715,0.8374305703689058,62.6204,0.21137417540567469,0.0021141649048625794,1,1132
Team Rocket's Mewtwo ex,Ascended Heroes,Special Illustration Rare,Mewtwo,408.15,100.37,4.60891,6.011634753897365,1.0,70.6367,0.4127340000000001,0.0006523157208088715,2,166
Greninja ex,Twilight Masquerade,Special Illustration Rare,Greninja,401.63,324.38,5.78191,5.995531266782743,0.9867948117136285,75.1085,0.49553875059823294,0.0010626992561105207,3,782
Charizard ex,Scarlet and Violet 151,Special Illustration Rare,Charizard,397.07,195.22,5.27413,5.984112587562356,0.6760912590556813,87.9598,0.5132857795100371,0.0044444444444444444,3,1027
Pikachu ex,Surging Sparks,Special Illustration Rare,Pikachu,359.1,722.97,6.58336,5.883600901232037,0.9911356165197842,86.6387,0.7262784102596684,0.0010416666666666667,4,614
Mega Charizard X ex,Phantasmal Flames,Mega Hyper Rare,Charizard,342.44,936.28,6.84191,5.836096459874285,1.0,87.9598,0.759196,0.0007936507936507937,4,243
Leafeon ex,Prismatic Evolutions,Special Illustration Rare,Leafeon,333.71,148.89,5.00323,5.810272352344586,1.0,64.8421,0.29684200000000005,0.0006944444444444445,2,544
Charizard ex,Paldean Fates,Special Illustration Rare,Charizard,328.15,213.11,5.36179,5.793470820919731,0.833726476444977,87.9598,0.6329618060111207,0.002150537634408602,2,901
Espeon ex,Prismatic Evolutions,Special Illustration Rare,Espeon,320.36,209.78,5.34607,5.769445363455482,1.0,69.4916,0.3898320000000001,0.0006944444444444445,2,544
Vaporeon ex,Prismatic Evolutions,Special Illustration Rare,Vaporeon,310.38,162.72,5.09203,5.7377973532434785,1.0,66.0464,0.3209280000000001,0.0006944444444444445,2,544
Glaceon ex,Prismatic Evolutions,Special Illustration Rare,Glaceon,296.24,151.45,5.02027,5.691169936605357,1.0,65.0731,0.30146199999999995,0.0006944444444444445,2,544
Mega Dragonite ex,Ascended Heroes,Mega Hyper Rare,Dragonite,294.23,135.87,4.91172,5.6843617744165975,1.0,74.4633,0.4892660000000001,0.000925925925925926,4,166
Zekrom ex,Black Bolt,Special Illustration Rare,Zekrom,286.53,56.11,4.0274,5.657843242714756,1.0,54.6198,0.09239599999999996,0.0008928571428571428,4,362
Mega Lucario ex,Mega Evolution,Mega Hyper Rare,Lucario,279.86,267.31,5.58842,5.634289478127568,1.0,75.572,0.51144,0.0003968253968253968,4,292
Cynthia's Garchomp ex,Destined Rivals,Special Illustration Rare,Garchomp,273.55,212.38,5.35837,5.611484420509835,1.0,70.9731,0.41946200000000006,0.000968054211035818,4,411
Seismitoad,Black Bolt,Illustration Rare,Seismitoad,252.19,16.7,2.81566,5.530182771674116,0.9641979261283569,43.3843,0.0,0.0011792452830188679,1,362
Mega Greninja ex,Chaos Rising,special illustration rare,Greninja,243.29,126.74,4.84211,5.49425414742403,0.8477408382450988,75.1085,0.42571001674154135,0.0020161290322580645,4,54
Mega Lucario ex,Mega Evolution,Special Illustration Rare,Lucario,230.92,290.14,5.67037,5.442071330192733,1.0,75.572,0.51144,0.000992063492063492,4,292
Flareon ex,Prismatic Evolutions,Special Illustration Rare,Flareon,226.59,104.81,4.65217,5.423142216993466,1.0,60.0811,0.201622,0.0006944444444444445,2,544
Reshiram ex,White Flare,Special Illustration Rare,Reshiram,221.07,90.57,4.50616,5.398479393447017,1.0,60.4651,0.209302,0.0008928571428571428,4,362
Mega Gardevoir ex,Mega Evolution,Mega Hyper Rare,Gardevoir,217.94,187.28,5.23258,5.38421979554874,1.0,70.8255,0.4165100000000001,0.0003968253968253968,4,292
Jolteon ex,Prismatic Evolutions,Special Illustration Rare,Jolteon,209.14,162.37,5.08989,5.343003884170443,1.0,66.0173,0.32034600000000013,0.0006944444444444445,2,544
Lillie's Clefairy ex,Ascended Heroes,Special Illustration Rare,Clefairy,201.84,38.53,3.65152,5.307475304332803,1.0,57.4096,0.14819199999999996,0.0006523157208088715,2,166
Latias ex,Surging Sparks,Special Illustration Rare,Latias,199.12,75.84,4.32862,5.293907658059337,0.9911356165197842,56.1733,0.12237155002923163,0.0010416666666666667,3,614
Mega Gardevoir ex,Mega Evolution,Special Illustration Rare,Gardevoir,198.47,203.27,5.31454,5.290637955204168,1.0,70.8255,0.4165100000000001,0.000992063492063492,4,292
Ethan's Ho-Oh ex,Destined Rivals,Special Illustration Rare,Ho Oh,192.15,44.39,3.7931,5.258276317010853,1.0,44.8099,0.0,0.000968054211035818,4,411
Eevee ex,Prismatic Evolutions,Special Illustration Rare,Eevee,189.46,501.94,6.21848,5.244177920447388,1.0,81.323,0.6264599999999999,0.0006944444444444445,2,544
Gardevoir ex,Paldean Fates,Special Illustration Rare,Gardevoir,185.57,70.43,4.25458,5.223432169356247,0.833726476444977,70.8255,0.34725541470409743,0.002150537634408602,3,901
Mega Greninja ex,Chaos Rising,mega hyper rare,Greninja,183.28,236.63,5.46648,5.2110150381452405,0.99022894613805,75.1085,0.4972632698821447,0.0010460251046025104,4,54
N's Zoroark ex,Ascended Heroes,Special Illustration Rare,Zoroark,182.08,79.3,4.37325,5.204446150937966,1.0,67.3809,0.3476179999999999,0.0006523157208088715,2,166
Roaring Moon ex,Prismatic Evolutions,Special Illustration Rare,Roaring Moon,180.54,50.61,3.92408,5.195952359870009,1.0,32.3599,0.0,0.0006944444444444445,1,544
Mega Feraligatr ex,Ascended Heroes,Special Illustration Rare,Feraligatr,173.22,42.95,3.76001,5.1545624629028985,1.0,58.9084,0.178168,0.0006523157208088715,2,166
Mega Venusaur ex,Mega Evolution,Special Illustration Rare,Venusaur,158.42,61.88,4.12514,5.065249734036134,1.0,54.5988,0.09197599999999995,0.000992063492063492,3,292
Blastoise ex,Scarlet and Violet 151,Special Illustration Rare,Blastoise,151.34,48.88,3.88947,5.019528961266375,0.6760912590556813,63.7357,0.18573173414022245,0.0044444444444444444,3,1027
Mega Zygarde ex,Perfect Order,Mega Hyper Rare,Zygarde 50,141.87,42.34,3.74568,4.954911145323894,1.0,52.4605,0.049210000000000066,0.0005599104143337066,4,110
Milotic ex,Surging Sparks,Special Illustration Rare,Milotic,136.02,115.56,4.74976,4.912801933747493,0.9911356165197842,61.7857,0.2336245407123444,0.0010416666666666667,3,614
Meowth ex,Perfect Order,Special Illustration Rare,Meowth,134.4,52.47,3.96017,4.900820428089049,0.8437644806073172,59.3884,0.15843196899467468,0.002053388090349076,3,110
Lillie's Clefairy ex,Journey Together,Special Illustration Rare,Clefairy,127.29,70.95,4.26193,4.846467947882343,0.8571648798726166,57.4096,0.12702497787808276,0.0019305019305019305,3,474
Dragapult ex,Prismatic Evolutions,Special Illustration Rare,Dragapult,127.04,134.8,4.90377,4.844501997498826,1.0,63.4932,0.26986400000000005,0.0006944444444444445,2,544
Team Rocket's Moltres ex,Destined Rivals,Special Illustration Rare,Moltres,122.08,45.78,3.82376,4.804676567536147,1.0,38.6771,0.0,0.000968054211035818,3,411
Charizard ex,Obsidian Flames,Special Illustration Rare,Charizard,121.19,202.92,5.31281,4.797359561980396,0.6416506143517748,87.9598,0.48713857981341,0.005208333333333333,4,1069
Bulbasaur,Stellar Crown,Illustration Rare,Bulbasaur,120.58,37.83,3.63314,4.79231343306126,0.6113582355737917,73.7634,0.29055900590468486,0.005988023952095809,1,670
Venusaur ex,Scarlet and Violet 151,Special Illustration Rare,Venusaur,118.42,29.0,3.3672,4.77423762710363,0.6760912590556813,54.5988,0.06218416964290531,0.0044444444444444444,3,1027
Squirtle,Stellar Crown,Illustration Rare,Squirtle,117.88,26.33,3.27067,4.769667157869494,0.6113582355737917,67.2322,0.21070094774109394,0.005988023952095809,1,670
Groudon,Paradox Rift,Illustration Rare,Groudon,117.26,16.99,2.83249,4.764393691536069,0.8227111346745459,54.7049,0.07741547235060546,0.0022624434389140274,1,985
Raichu,Paldea Evolved,Illustration Rare,Raichu,116.34,44.03,3.78478,4.756516938482616,0.8374305703689058,69.1266,0.3203439909443582,0.0021141649048625794,1,1132
Team Rocket's Nidoking ex,Destined Rivals,Special Illustration Rare,Nidoking,112.06,101.23,4.61742,4.719034442137138,1.0,60.6343,0.21268600000000007,0.000968054211035818,3,411
Charmander,Scarlet and Violet 151,Illustration Rare,Charmander,106.32,17.42,2.85787,4.66645341440499,0.63707892463184,61.7106,0.14921152909587249,0.005319148936170213,1,1027
Zapdos ex,Scarlet and Violet 151,Special Illustration Rare,Zapdos,105.09,23.23,3.14533,4.654817125877505,0.6760912590556813,50.7173,0.009699205202412827,0.0044444444444444444,3,1027
Ceruledge ex,Prismatic Evolutions,Special Illustration Rare,Ceruledge,102.86,127.21,4.84586,4.63336884034677,1.0,62.501,0.25001999999999996,0.0006944444444444445,1,544
Maushold,Paldea Evolved,Illustration Rare,Maushold Family Of Four,102.19,14.25,2.65668,4.626833825624118,0.8374305703689058,52.0945,0.0350799665927534,0.0021141649048625794,1,1132
Squirtle,Scarlet and Violet 151,Illustration Rare,Squirtle,102.04,23.64,3.16286,4.625364893273611,0.63707892463184,67.2322,0.21956542890081596,0.005319148936170213,1,1027
Gastly,Temporal Forces,Illustration Rare,Gastly,101.81,11.09,2.40613,4.623108331119105,0.7274224300042551,47.1926,0.0,0.0035087719298245615,1,845
Steven's Metagross ex,Ascended Heroes,Special Illustration Rare,Metagross,99.09,75.59,4.32528,4.596028528070808,1.0,66.3634,0.32726799999999995,0.0006523157208088715,1,166
Mega Meganium ex,Ascended Heroes,Special Illustration Rare,Meganium,98.53,27.2,3.3033,4.590361070334383,1.0,52.5986,0.05197199999999995,0.0006523157208088715,2,166
Eevee,Twilight Masquerade,Illustration Rare,Eevee,95.56,72.13,4.27843,4.559754322457609,0.7172844520170993,81.323,0.449350017810632,0.003676470588235294,1,782
Pikachu,Scarlet and Violet 151,Illustration Rare,Pikachu,95.48,69.05,4.23479,4.558916801470629,0.63707892463184,86.6387,0.46683487191817197,0.005319148936170213,1,1027
Pikachu ex,Surging Sparks,Hyper Rare,Pikachu,93.98,189.51,5.24443,4.54308199367467,1.0,86.6387,0.732774,0.0008873114463176575,4,614
Mega Latias ex,Mega Evolution,Special Illustration Rare,Latias,92.59,69.63,4.24317,4.528181144459956,1.0,56.1733,0.12346599999999995,0.000992063492063492,3,292
Oshawott,White Flare,Illustration Rare,Oshawott,90.61,60.8,4.10766,4.5065645822339695,0.9641979261283569,67.0868,0.32950114248340007,0.0011792452830188679,1,362
Hydreigon ex,White Flare,Special Illustration Rare,Hydreigon,90.42,103.7,4.64151,4.504465481866459,1.0,61.883,0.23766000000000007,0.0008928571428571428,3,362
Mega Froslass ex,Ascended Heroes,Special Illustration Rare,Froslass,89.22,49.7,3.90602,4.491105229700119,1.0,61.2803,0.22560599999999995,0.0006523157208088715,3,166
Pikachu,Paldean Fates,Shiny Rare,Pikachu,86.86,192.19,5.25848,4.464297627106676,0.836970999317044,86.6387,0.6133105870535476,0.00211864406779661,1,901
Bulbasaur,Scarlet and Violet 151,Illustration Rare,Bulbasaur,84.78,33.91,3.52361,4.440059665924491,0.63707892463184,73.7634,0.3027832263519254,0.005319148936170213,1,1027
Psyduck,Ascended Heroes,Illustration Rare,Psyduck,82.24,18.63,2.92503,4.409641801706855,0.7334338101770548,70.2734,0.29738394014486996,0.0034129692832764505,1,166
Zoroark,White Flare,Illustration Rare,Zoroark,82.02,62.12,4.12906,4.406963119963913,0.9641979261283569,67.3809,0.3351725546848871,0.0011792452830188679,1,362
Gardevoir ex,Scarlet and Violet Base Set,Special Illustration Rare,Gardevoir,78.87,104.71,4.65122,4.3678009274099,0.7512135599922163,70.8255,0.31288795987235807,0.0031446540880503146,3,1202
Keldeo ex,White Flare,Special Illustration Rare,Keldeo Ordinary,78.8,42.79,3.75637,4.366912996863833,1.0,47.8746,0.0,0.0008928571428571428,3,362
Kyurem ex,Black Bolt,Special Illustration Rare,Kyurem,77.09,40.84,3.70961,4.344973570471171,1.0,47.964,0.0,0.0008928571428571428,3,362
Tyranitar,Paldea Evolved,Illustration Rare,Tyranitar,77.02,34.75,3.54826,4.344065128386763,0.8374305703689058,65.5556,0.260534699608611,0.0021141649048625794,1,1132
Persian,Shrouded Fable,Illustration Rare,Persian,76.55,21.73,3.07884,4.337944122103693,0.627636252551653,63.6831,0.1717601921457905,0.005555555555555556,1,712
Haxorus,Black Bolt,Illustration Rare,Haxorus,76.08,32.1,3.46896,4.331785418237135,0.9641979261283569,58.8715,0.1710776380329543,0.0011792452830188679,1,362
Pikachu ex,Prismatic Evolutions,Hyper Rare,Pikachu,75.75,181.02,5.19863,4.327438444389479,0.9771212547196624,86.6387,0.716009050305946,0.0011111111111111111,2,544
Marnie's Grimmsnarl ex,Ascended Heroes,Special Illustration Rare,Grimmsnarl,75.42,23.12,3.14088,4.323072491830211,1.0,48.7703,0.0,0.0006523157208088715,1,166
Dachsbun ex,Stellar Crown,Special Illustration Rare,Dachsbun,74.81,44.79,3.80189,4.314951565884313,0.8661968799114843,48.0464,0.0,0.001851851851851852,3,670
Psyduck,Scarlet and Violet 151,Illustration Rare,Psyduck,74.17,27.96,3.33084,4.306359755748467,0.63707892463184,70.2734,0.2583151174126228,0.005319148936170213,1,1027
Alakazam ex,Scarlet and Violet 151,Special Illustration Rare,Alakazam,73.67,39.3,3.67111,4.299595660694722,0.6760912590556813,59.9155,0.1340756575833322,0.0044444444444444444,3,1027
Charmeleon,Scarlet and Violet 151,Illustration Rare,Charmeleon,72.69,9.13,2.21103,4.286203823496544,0.63707892463184,45.7262,0.0,0.005319148936170213,1,1027
Raging Bolt ex,Temporal Forces,Special Illustration Rare,Raging Bolt,72.05,46.17,3.83235,4.277360322445531,0.9659830573640864,34.5195,0.0,0.0011695906432748538,4,845
Chandelure,White Flare,Illustration Rare,Chandelure,71.31,70.74,4.25903,4.267036570040212,0.9641979261283569,69.1672,0.36961948979374876,0.0011792452830188679,1,362
Raging Bolt ex,Prismatic Evolutions,Special Illustration Rare,Raging Bolt,70.98,50.61,3.92408,4.2623981472183505,1.0,34.5195,0.0,0.0006944444444444445,1,544
Mega Scrafty ex,Ascended Heroes,Special Illustration Rare,Scrafty,70.59,36.53,3.59806,4.256888491407381,1.0,57.0256,0.14051199999999994,0.0006523157208088715,3,166
Bloodmoon Ursaluna ex,Prismatic Evolutions,Special Illustration Rare,Ursaluna,70.32,50.61,3.92408,4.253056253376921,1.0,44.7612,0.0,0.0006944444444444445,1,544
Team Rocket's Crobat ex,Destined Rivals,Special Illustration Rare,Crobat,70.01,124.62,4.8253,4.248638088989106,1.0,63.8304,0.27660799999999997,0.000968054211035818,4,411
Mega Absol ex,Mega Evolution,Special Illustration Rare,Absol,69.02,230.83,5.4417,4.234396317669857,1.0,72.1605,0.44321,0.000992063492063492,3,292
Misty's Psyduck,Destined Rivals,Illustration Rare,Psyduck,68.69,35.34,3.56496,4.2296036282257905,0.7220223979590381,70.2734,0.29275697765565517,0.0035971223021582736,1,411
Mega Diancie ex,Ascended Heroes,Special Illustration Rare,Diancie,68.6,29.71,3.3915,4.22829253473184,1.0,53.8172,0.076344,0.0006523157208088715,2,166
Snorlax,Paldean Fates,Shiny Rare,Snorlax,68.44,87.09,4.46697,4.225957449023992,0.836970999317044,74.1993,0.40508224607545873,0.00211864406779661,1,901
Iono's Bellibolt ex,Ascended Heroes,Special Illustration Rare,Bellibolt,67.01,22.54,3.11521,4.20484186198508,1.0,49.9029,0.0,0.0006523157208088715,2,166
Cinccino ex,Chaos Rising,special illustration rare,Cinccino,66.87,26.02,3.25893,4.202750436065887,0.8477408382450988,51.2614,0.021386805867247387,0.0020161290322580645,3,54
Team Rocket's Mewtwo ex,Destined Rivals,Hyper Rare,Mewtwo,66.78,47.98,3.87072,4.201403634515509,0.9756687593979589,70.6367,0.4026916697413573,0.0011185682326621924,4,411
Dwebble,Black Bolt,Illustration Rare,Dwebble,66.47,16.7,2.81566,4.19675071805349,0.9641979261283569,48.0037,0.0,0.0011792452830188679,1,362
Fezandipiti ex,Ascended Heroes,Special Illustration Rare,Fezandipiti,66.41,22.54,3.11521,4.195847647552622,1.0,26.8942,0.0,0.0006523157208088715,2,166
Salamence ex,Journey Together,Special Illustration Rare,Salamence,65.93,77.5,4.35033,4.188593573125209,0.8571648798726166,58.7091,0.14930269310597208,0.0019305019305019305,3,474
Wartortle,Scarlet and Violet 151,Illustration Rare,Wartortle,65.73,10.76,2.37598,4.185555442275485,0.63707892463184,52.9863,0.03805017585256128,0.005319148936170213,1,1027
Mega Zygarde ex,Perfect Order,Special Illustration Rare,Zygarde 50,65.68,31.83,3.46039,4.184794465144173,0.8437644806073172,52.4605,0.04152165009068614,0.002053388090349076,4,110
Sprigatito,Paldea Evolved,Illustration Rare,Sprigatito,65.2,20.4,3.0153,4.177459468932607,0.8374305703689058,57.509,0.12576532305800228,0.0021141649048625794,1,1132
Mega Emboar ex,Ascended Heroes,Special Illustration Rare,Emboar,65.06,25.9,3.25442,4.175309921045206,1.0,51.9233,0.03846599999999995,0.0006523157208088715,2,166
Drowzee,Scarlet and Violet Base Set,Illustration Rare,Drowzee,64.71,12.56,2.5308,4.169915749069174,0.7477721687732242,44.5778,0.0,0.003194888178913738,1,1202
Iron Valiant ex,Prismatic Evolutions,Special Illustration Rare,Iron Valiant,64.3,50.61,3.92408,4.163559631243574,1.0,47.0733,0.0,0.0006944444444444445,1,544
Gengar ex,Temporal Forces,Ultra Rare,Gengar,63.71,18.59,2.92261,4.154341536128396,0.7156818820794937,83.4567,0.4788870804833799,0.003703703703703704,2,845
Lilligant,Black Bolt,Illustration Rare,Lilligant,63.66,28.99,3.36709,4.1535564218539465,0.9641979261283569,57.4882,0.14440213820868722,0.0011792452830188679,1,362
Charmander,Paldean Fates,Shiny Rare,Charmander,63.22,39.34,3.67233,4.146620706787472,0.836970999317044,61.7106,0.19602865169204348,0.00211864406779661,1,901
Marill,Paldea Evolved,Illustration Rare,Marill,63.2,14.77,2.69228,4.146304301152812,0.8374305703689058,52.632,0.044082345224219166,0.0021141649048625794,1,1132
Duskull,Shrouded Fable,Illustration Rare,Duskull,62.14,11.31,2.42572,4.129389903964901,0.627636252551653,52.2965,0.028827333079697443,0.005555555555555556,1,712
Altaria ex,Paradox Rift,Special Illustration Rare,Altaria,61.91,98.87,4.5938,4.12568171753114,0.9262399968184283,63.3084,0.24653544747316739,0.0014044943820224719,3,985
Mega Clefable ex,Perfect Order,Special Illustration Rare,Clefable,61.56,28.84,3.36176,4.120012308970678,0.8437644806073172,50.5634,0.009507538167483275,0.002053388090349076,3,110
Mega Kangaskhan ex,Mega Evolution,Special Illustration Rare,Kangaskhan,61.54,43.83,3.78037,4.119687369893896,1.0,45.7817,0.0,0.000992063492063492,3,292
Fuecoco,Paldea Evolved,Illustration Rare,Fuecoco,60.48,20.26,3.0088,4.102312731871278,0.8374305703689058,57.4108,0.12412060941779778,0.0021141649048625794,1,1132
Krookodile,Black Bolt,Illustration Rare,Krookodile,60.31,30.71,3.42443,4.099497927462895,0.9641979261283569,58.2669,0.15941855671021024,0.0011792452830188679,1,362
Volcarona,Black Bolt,Illustration Rare,Volcarona,60.3,50.82,3.92819,4.09933210373314,0.9641979261283569,65.1077,0.2913362601713874,0.0011792452830188679,1,362
Mega Hawlucha ex,Ascended Heroes,Special Illustration Rare,Hawlucha,58.34,38.14,3.64126,4.066287964439575,1.0,57.6225,0.15245000000000006,0.0006523157208088715,3,166
Sawsbuck,Temporal Forces,Illustration Rare,Sawsbuck,58.14,11.09,2.40613,4.06285389513073,0.7274224300042551,45.674,0.0,0.0035087719298245615,1,845
Gouging Fire ex,Temporal Forces,Special Illustration Rare,Gouging Fire,58.01,46.17,3.83235,4.060615409477973,0.9659830573640864,29.5884,0.0,0.0011695906432748538,4,845
Walking Wake ex,Temporal Forces,Special Illustration Rare,Walking Wake,57.8,46.17,3.83235,4.056988775678332,0.9659830573640864,40.002,0.0,0.0011695906432748538,4,845
Mimikyu,Paldean Fates,Shiny Rare,Mimikyu Disguised,56.9,114.39,4.73961,4.041295341132285,0.836970999317044,78.4841,0.4768073128329322,0.00211864406779661,1,901
Serperior ex,Black Bolt,Special Illustration Rare,Serperior,56.88,82.97,4.41851,4.040943785494986,1.0,59.3977,0.187954,0.0008928571428571428,3,362
Tinkaton ex,Paldea Evolved,Special Illustration Rare,Tinkaton,56.33,84.26,4.43391,4.031227252906622,0.8351229265370621,65.8399,0.2645652728810882,0.002136752136752137,2,1132
Iron Crown ex,Temporal Forces,Special Illustration Rare,Iron Crown,56.1,46.17,3.83235,4.027135812528651,0.9659830573640864,29.4451,0.0,0.0011695906432748538,4,845
Houndoom,Shrouded Fable,Illustration Rare,Houndoom,55.89,19.98,2.99496,4.023385473281607,0.627636252551653,62.2207,0.15340308703115973,0.005555555555555556,1,712
Mega Gengar ex,Ascended Heroes,MEGA_ATTACK_RARE,Gengar,55.86,45.8,3.82434,4.022848560517031,0.6526756847233119,83.4567,0.43672749162164864,0.0049504950495049506,3,166
Chansey,Twilight Masquerade,Illustration Rare,Chansey,55.46,11.18,2.41443,4.015662040187632,0.7172844520170993,50.3964,0.005686631135591562,0.003676470588235294,1,782
Chi-Yu ex,Paldea Evolved,Special Illustration Rare,Chi Yu,55.11,28.77,3.35921,4.009331187895144,0.8351229265370621,41.4323,0.0,0.002136752136752137,3,1132
Ralts,Scarlet and Violet Base Set,Illustration Rare,Ralts,53.38,16.93,2.82935,3.9774361439763783,0.7477721687732242,54.8321,0.07226619793458189,0.003194888178913738,1,1202
Kirlia,Scarlet and Violet Base Set,Illustration Rare,Kirlia,53.32,12.56,2.5308,3.976311495310508,0.7477721687732242,41.5818,0.0,0.003194888178913738,1,1202
Gholdengo ex,Prismatic Evolutions,Special Illustration Rare,Gholdengo,53.05,58.8,4.07415,3.971234865059992,1.0,52.0353,0.04070599999999999,0.0006944444444444445,1,544
Liepard,White Flare,Illustration Rare,Liepard,52.94,17.54,2.86442,3.9691591967989552,0.9641979261283569,40.2968,0.0,0.0011792452830188679,1,362
Mega Starmie ex,Perfect Order,Special Illustration Rare,Starmie,51.8,37.86,3.63399,3.9473901492654373,0.8437644806073172,54.5781,0.07725676337336716,0.002053388090349076,3,110
Poliwhirl,Scarlet and Violet 151,Illustration Rare,Poliwhirl,51.48,13.68,2.61602,3.941193382727926,0.63707892463184,57.3321,0.09342252766586225,0.005319148936170213,1,1027
Samurott,White Flare,Illustration Rare,Samurott,51.12,26.8,3.28854,3.9341758100692794,0.9641979261283569,55.8291,0.11240812262389603,0.0011792452830188679,1,362
Plusle,Paradox Rift,Illustration Rare,Plusle,50.95,12.4,2.51787,3.9308447596687337,0.8227111346745459,43.6325,0.0,0.0022624434389140274,1,985
Horsea,Shrouded Fable,Illustration Rare,Horsea,50.65,9.91,2.29399,3.9249392306946924,0.627636252551653,38.3188,0.0,0.005555555555555556,1,712
Morpeko,Paradox Rift,Illustration Rare,Morpeko Full Belly,50.49,12.4,2.51787,3.921775296870824,0.8227111346745459,47.4755,0.0,0.0022624434389140274,1,985
Dragonair,Scarlet and Violet 151,Illustration Rare,Dragonair,50.17,14.12,2.64728,3.9154172384961616,0.63707892463184,57.898,0.1006329869348455,0.005319148936170213,1,1027
Zorua,White Flare,Illustration Rare,Zorua,48.78,56.41,4.0326,3.887320392787774,0.9641979261283569,66.0552,0.3096078108715199,0.0011792452830188679,1,362
Ditto,Paldean Fates,Shiny Rare,Ditto,48.3,70.94,4.26185,3.877431560658527,0.836970999317044,70.9756,0.35111937786549174,0.00211864406779661,1,901
Genesect ex,Black Bolt,Special Illustration Rare,Genesect,48.08,41.78,3.7325,3.872866290226952,1.0,50.3035,0.006069999999999993,0.0008928571428571428,3,362
N's Zoroark ex,Journey Together,Special Illustration Rare,Zoroark,48.05,135.43,4.90847,3.8722421354163012,0.8571648798726166,67.3809,0.29796594121155917,0.0019305019305019305,4,474
Amoonguss,Black Bolt,Illustration Rare,Amoonguss,47.56,16.7,2.81566,3.861992071822581,0.9641979261283569,34.1744,0.0,0.0011792452830188679,1,362
Ivysaur,Scarlet and Violet 151,Illustration Rare,Ivysaur,47.54,9.42,2.2431,3.861571461932048,0.63707892463184,50.5807,0.007399034630674193,0.005319148936170213,1,1027
Palafin ex,Prismatic Evolutions,Special Illustration Rare,Palafin Zero,47.39,50.61,3.92408,3.858411235979497,1.0,40.5886,0.0,0.0006944444444444445,1,544
Bloodmoon Ursaluna ex,Twilight Masquerade,Special Illustration Rare,Ursaluna,47.02,51.04,3.93255,3.8505730431119236,0.9867948117136285,44.7612,0.0,0.0010626992561105207,4,782
Emboar,White Flare,Illustration Rare,Emboar,46.7,20.17,3.00436,3.8437441646748516,0.9641979261283569,51.9233,0.03708883742645333,0.0011792452830188679,1,362
Dusclops,Shrouded Fable,Illustration Rare,Dusclops,46.09,9.91,2.29399,3.830596006732417,0.627636252551653,42.4402,0.0,0.005555555555555556,1,712
Charizard ex,Scarlet and Violet 151,Ultra Rare,Charizard,45.63,20.99,3.04384,3.8205653949393112,0.6972258404131082,87.9598,0.5293310691382701,0.004032258064516129,3,1027
Slowpoke,Scarlet and Violet Base Set,Illustration Rare,Slowpoke,45.29,33.0,3.49661,3.8130862575681226,0.7477721687732242,65.6317,0.2337790042122481,0.003194888178913738,1,1202
Deerling,Temporal Forces,Illustration Rare,Deerling,45.25,11.09,2.40613,3.8122026701459353,0.7274224300042551,44.4911,0.0,0.0035087719298245615,1,845
Cinccino,Temporal Forces,Illustration Rare,Cinccino,45.02,11.98,2.48323,3.8071068354785864,0.7274224300042551,51.2614,0.018351413064147375,0.0035087719298245615,1,845
