card_name,set_name,rarity,subject_name,market_price,predicted_price,predicted_log_price,log_price,card_scarcity,subject_demand,card_chase_appeal,pull_probability,alternative_printings_of_subject,set_age_days
Slowbro,Paldean Fates,Shiny Rare,Slowbro,20.51,26.55,3.27916,3.0209125720842893,0.836970999317044,55.5314,0.09259242771244591,0.00211864406779661,1,901
Pachirisu,Scarlet and Violet Base Set,Illustration Rare,Pachirisu,20.44,16.86,2.8251,3.017493765335504,0.7477721687732242,54.7632,0.0712357678860124,0.003194888178913738,1,1202
Volcanion ex,Journey Together,Special Illustration Rare,Volcanion,20.42,42.86,3.75787,3.01651481273652,0.8571648798726166,37.4889,0.0,0.0019305019305019305,3,474
Pyroar,Paldea Evolved,Illustration Rare,Pyroar Male,20.37,12.4,2.51795,3.0140632302387145,0.8374305703689058,37.8807,0.0,0.0021141649048625794,1,1132
Hearthflame Mask Ogerpon ex,Prismatic Evolutions,Special Illustration Rare,Ogerpon,20.34,68.82,4.23153,3.012589390620414,1.0,55.8239,0.11647800000000004,0.0006944444444444445,9,544
Galvantula,White Flare,Illustration Rare,Galvantula,20.3,28.85,3.36218,3.0106208860477417,0.9641979261283569,56.8411,0.131923488648734,0.0011792452830188679,1,362
Munna,Black Bolt,Illustration Rare,Munna,20.24,16.7,2.81566,3.0076608444192647,0.9641979261283569,47.7505,0.0,0.0011792452830188679,1,362
Munkidori ex,Shrouded Fable,Special Illustration Rare,Munkidori,20.17,31.5,3.44999,3.0041963519661206,0.7625224035184226,35.6434,0.0,0.0029850746268656717,4,712
Crocalor,Paldea Evolved,Illustration Rare,Crocalor,20.08,12.4,2.51795,2.9997242948235283,0.8374305703689058,30.23,0.0,0.0021141649048625794,1,1132
Accelgor,White Flare,Illustration Rare,Accelgor,20.07,17.54,2.86442,2.9992261628082466,0.9641979261283569,32.6565,0.0,0.0011792452830188679,1,362
Garbodor,Paradox Rift,Illustration Rare,Garbodor,20.06,12.4,2.51787,2.9987277825337895,0.8227111346745459,49.569,0.0,0.0022624434389140274,1,985
Tynamo,Black Bolt,Illustration Rare,Tynamo,20.05,16.7,2.81566,2.998229153752578,0.9641979261283569,39.7777,0.0,0.0011792452830188679,1,362
Karrablast,Black Bolt,Illustration Rare,Karrablast,20.02,16.7,2.81566,2.9967317738870745,0.9641979261283569,35.9759,0.0,0.0011792452830188679,1,362
Vulpix,Mega Evolution,Illustration Rare,Vulpix,19.9,21.25,3.05618,2.990719731730447,0.6526756847233119,66.6074,0.21678492332947857,0.0049504950495049506,1,292
Arctibax,Paldea Evolved,Illustration Rare,Arctibax,19.85,12.4,2.51795,2.9882040071331994,0.8374305703689058,26.8942,0.0,0.0021141649048625794,1,1132
Milcery,Stellar Crown,Illustration Rare,Milcery,19.7,10.12,2.31432,2.9806186357439426,0.6113582355737917,34.9389,0.0,0.005988023952095809,1,670
Tapu Koko ex,Paradox Rift,Special Illustration Rare,Tapu Koko,19.69,37.92,3.63541,2.9801108926510342,0.9262399968184283,39.635,0.0,0.0014044943820224719,3,985
Brute Bonnet,Paradox Rift,Illustration Rare,Brute Bonnet,19.67,12.4,2.51787,2.979094632400968,0.8227111346745459,28.5311,0.0,0.0022624434389140274,1,985
N's Reshiram,Journey Together,Illustration Rare,Reshiram,19.64,14.74,2.69044,2.97756830292632,0.5552948551496244,60.4651,0.11622432377252669,0.007751937984496124,2,474
Trubbish,White Flare,Illustration Rare,Trubbish,19.53,41.9,3.73537,2.9719517448885875,0.9641979261283569,61.9701,0.23083091191098093,0.0011792452830188679,1,362
Galvantula ex,Stellar Crown,Special Illustration Rare,Galvantula,19.4,71.28,4.26659,2.9652730660692823,0.8661968799114843,56.8411,0.11851478950324906,0.001851851851851852,3,670
Gothorita,White Flare,Illustration Rare,Gothorita,19.4,17.54,2.86442,2.9652730660692823,0.9641979261283569,39.8839,0.0,0.0011792452830188679,1,362
Servine,Black Bolt,Illustration Rare,Servine,19.39,16.7,2.81566,2.9647574692545606,0.9641979261283569,37.6127,0.0,0.0011792452830188679,1,362
Bouffalant ex,White Flare,Special Illustration Rare,Bouffalant,19.31,42.79,3.75637,2.960623096440423,1.0,32.4171,0.0,0.0008928571428571428,3,362
Gigalith,White Flare,Illustration Rare,Gigalith,19.26,17.54,2.86442,2.9580304063699794,0.9641979261283569,44.6787,0.0,0.0011792452830188679,1,362
Caterpie,Scarlet and Violet 151,Illustration Rare,Caterpie,19.21,9.9,2.29206,2.955430976780465,0.63707892463184,51.467,0.018691895648698168,0.005319148936170213,1,1027
Foongus,Black Bolt,Illustration Rare,Foongus,19.17,16.7,2.81566,2.9533465570575532,0.9641979261283569,34.5648,0.0,0.0011792452830188679,1,362
Herdier,White Flare,Illustration Rare,Herdier,19.11,17.54,2.86442,2.950211758252182,0.9641979261283569,39.5614,0.0,0.0011792452830188679,1,362
Iono's Bellibolt ex,Journey Together,Hyper Rare,Bellibolt,19.02,9.09,2.20684,2.9454910571172443,0.8069209109380346,49.9029,0.0,0.0024330900243309003,4,474
Sewaddle,White Flare,Illustration Rare,Sewaddle,19.02,17.83,2.8809,2.9454910571172443,0.9641979261283569,50.2266,0.0043697450012136685,0.0011792452830188679,1,362
Wo-Chien ex,Paldea Evolved,Special Illustration Rare,Wo Chien,19.01,28.77,3.35921,2.944965156500338,0.8351229265370621,36.2966,0.0,0.002136752136752137,3,1132
Mega Lopunny ex,Phantasmal Flames,Special Illustration Rare,Lopunny,18.87,43.28,3.76763,2.9375733593804587,0.8010299956639813,55.0226,0.0804650651244382,0.0025,3,243
Escavalier,Black Bolt,Illustration Rare,Escavalier,18.82,16.7,2.81566,2.9349201341572337,0.9641979261283569,45.3352,0.0,0.0011792452830188679,1,362
Vanillite,White Flare,Illustration Rare,Vanillite,18.77,17.54,2.86442,2.9322598505984176,0.9641979261283569,42.1166,0.0,0.0011792452830188679,1,362
Palpitoad,Black Bolt,Illustration Rare,Palpitoad,18.76,16.7,2.81566,2.9317269435780786,0.9641979261283569,42.2799,0.0,0.0011792452830188679,1,362
Charmeleon,Paldean Fates,Shiny Rare,Charmeleon,18.7,18.68,2.9272,2.928523523860541,0.836970999317044,45.7262,0.0,0.00211864406779661,1,901
Pidgey,Obsidian Flames,Illustration Rare,Pidgey,18.63,9.73,2.27497,2.924773184613497,0.5993285434772113,45.2695,0.0,0.006329113924050633,1,1069
Deino,White Flare,Illustration Rare,Deino,18.54,17.54,2.86442,2.919930560137709,0.9641979261283569,49.9425,0.0,0.0011792452830188679,1,362
Paldean Tauros,Paldea Evolved,Illustration Rare,Tauros,18.51,12.4,2.51795,2.9183111265854063,0.8374305703689058,48.1376,0.0,0.0021141649048625794,1,1132
Rotom ex,Phantasmal Flames,Special Illustration Rare,Rotom,18.49,55.73,4.02054,2.9172300453990334,0.8010299956639813,58.9416,0.1432497961845811,0.0025,3,243
Sandile,Black Bolt,Illustration Rare,Sandile,18.48,16.7,2.81566,2.916689066213538,0.9641979261283569,47.6105,0.0,0.0011792452830188679,1,362
Lechonk,Paldean Fates,Shiny Rare,Lechonk,18.45,18.68,2.9272,2.915064370486536,0.836970999317044,44.2061,0.0,0.00211864406779661,1,901
Scizor,Obsidian Flames,Illustration Rare,Scizor,18.4,24.91,3.21529,2.91235066461494,0.5993285434772113,67.0596,0.2044861044060767,0.006329113924050633,1,1069
Simisear,White Flare,Illustration Rare,Simisear,18.39,17.54,2.86442,2.91180703861623,0.9641979261283569,40.6915,0.0,0.0011792452830188679,1,362
Wellspring Mask Ogerpon ex,Prismatic Evolutions,Special Illustration Rare,Ogerpon,18.05,68.82,4.23153,2.89314568477889,1.0,55.8239,0.11647800000000004,0.0006944444444444445,9,544
Wellspring Mask Ogerpon ex,Twilight Masquerade,Special Illustration Rare,Ogerpon,18.05,72.24,4.28002,2.89314568477889,0.9867948117136285,55.8239,0.11493988607878006,0.0010626992561105207,13,782
Team Rocket's Crobat ex,Destined Rivals,Hyper Rare,Crobat,18.02,29.1,3.37081,2.8914822521801917,0.9756687593979589,63.8304,0.2698777841995506,0.0011185682326621924,4,411
Lampent,White Flare,Illustration Rare,Lampent,17.97,17.54,2.86442,2.8887037007954675,0.9641979261283569,48.9367,0.0,0.0011792452830188679,1,362
Snom,Temporal Forces,Illustration Rare,Snom,17.95,25.25,3.22876,2.8875901149342877,0.7274224300042551,63.4585,0.19580029548424535,0.0035087719298245615,1,845
Grotle,Temporal Forces,Illustration Rare,Grotle,17.69,11.09,2.40613,2.872999508171694,0.7274224300042551,34.9389,0.0,0.0035087719298245615,1,845
Fraxure,Shrouded Fable,Illustration Rare,Fraxure,17.46,9.91,2.29399,2.859912550411456,0.627636252551653,30.8287,0.0,0.005555555555555556,1,712
Okidogi,Shrouded Fable,Illustration Rare,Okidogi,17.34,8.98,2.19524,2.853015971352396,0.627636252551653,31.1137,0.0,0.005555555555555556,4,712
Team Rocket's Houndoom,Destined Rivals,Illustration Rare,Houndoom,17.22,21.6,3.07288,2.8460714989995846,0.7220223979590381,62.2207,0.17647238237476034,0.0035971223021582736,1,411
Duosion,Black Bolt,Illustration Rare,Duosion,17.12,16.7,2.81566,2.840247370713596,0.9641979261283569,36.1376,0.0,0.0011792452830188679,1,362
Darumaka,Black Bolt,Illustration Rare,Darumaka,17.04,16.7,2.81566,2.8355635214011694,0.9641979261283569,49.9556,0.0,0.0011792452830188679,1,362
Miraidon ex,Paldean Fates,Hyper Rare,Miraidon,17.02,3.89,1.35892,2.834389123145228,0.7852714699409487,42.6149,0.0,0.002688172043010753,1,901
Reuniclus,Temporal Forces,Illustration Rare,Reuniclus,17.01,27.25,3.30518,2.8338014064077703,0.7274224300042551,64.7087,0.21398876592407165,0.0035087719298245615,1,845
Tropius,Paldea Evolved,Illustration Rare,Tropius,16.92,17.81,2.87976,2.8284963541780774,0.8374305703689058,55.4626,0.09149096467394373,0.0021141649048625794,1,1132
Garchomp ex,Paradox Rift,Hyper Rare,Garchomp,16.87,34.83,3.55054,2.825536896557877,0.8802112417116061,70.9731,0.3692151678708338,0.001736111111111111,4,985
Omanyte,Scarlet and Violet 151,Illustration Rare,Omanyte,16.87,9.13,2.21103,2.825536896557877,0.63707892463184,45.784,0.0,0.005319148936170213,1,1027
Armarouge,Scarlet and Violet Base Set,Illustration Rare,Armarouge,16.86,12.56,2.5308,2.8249439525737094,0.7477721687732242,46.7547,0.0,0.003194888178913738,1,1202
Golurk,Black Bolt,Illustration Rare,Golurk,16.78,42.44,3.74819,2.8201877010390604,0.9641979261283569,62.6634,0.24420048035467673,0.0011792452830188679,1,362
Cornerstone Mask Ogerpon ex,Prismatic Evolutions,Special Illustration Rare,Ogerpon,16.76,68.82,4.23153,2.818995095053937,1.0,55.8239,0.11647800000000004,0.0006944444444444445,9,544
Sawk,White Flare,Illustration Rare,Sawk,16.74,17.54,2.86442,2.817801065061329,0.9641979261283569,43.4887,0.0,0.0011792452830188679,1,362
Tarountula,Scarlet and Violet Base Set,Illustration Rare,Tarountula,16.67,12.56,2.5308,2.813610696762703,0.7477721687732242,29.915,0.0,0.003194888178913738,1,1202
Marshadow,Mega Evolution,Illustration Rare,Marshadow,16.63,15.42,2.7358,2.811208293204836,0.6526756847233119,61.0792,0.14462248892373036,0.0049504950495049506,1,292
Loudred,Paradox Rift,Illustration Rare,Loudred,16.56,12.4,2.51787,2.8069901489571136,0.8227111346745459,36.757,0.0,0.0022624434389140274,1,985
N's Zoroark ex,Journey Together,Hyper Rare,Zoroark,16.51,28.41,3.34684,2.8039662579320366,0.8069209109380346,67.3809,0.2805002332184577,0.0024330900243309003,4,474
Pinsir,Twilight Masquerade,Illustration Rare,Pinsir,16.44,10.92,2.39054,2.799717389628034,0.7172844520170993,45.0441,0.0,0.003676470588235294,1,782
Tangela,Scarlet and Violet 151,Illustration Rare,Tangela,16.37,11.02,2.39947,2.7954503913830435,0.63707892463184,53.4116,0.04346916918547971,0.005319148936170213,1,1027
Abra,Paldean Fates,Shiny Rare,Abra,16.35,28.79,3.35994,2.7942278973432626,0.836970999317044,56.801,0.11384479532710434,0.00211864406779661,1,901
Panpour,Black Bolt,Illustration Rare,Panpour,16.24,16.7,2.81566,2.787477334733532,0.9641979261283569,34.7538,0.0,0.0011792452830188679,1,362
Tympole,Black Bolt,Illustration Rare,Tympole,16.21,16.7,2.81566,2.785628335747585,0.9641979261283569,32.4171,0.0,0.0011792452830188679,1,362
Ninetales ex,Scarlet and Violet 151,Ultra Rare,Ninetales,16.18,5.73,1.7464,2.7837759116303458,0.6972258404131082,65.3163,0.21357840279038579,0.004032258064516129,2,1027
Larvesta,Black Bolt,Illustration Rare,Larvesta,16.17,16.7,2.81566,2.783157673589016,0.9641979261283569,42.9798,0.0,0.0011792452830188679,1,362
Cufant,Shrouded Fable,Illustration Rare,Cufant,16.07,9.91,2.29399,2.776954179749421,0.627636252551653,28.1489,0.0,0.005555555555555556,1,712
Dedenne ex,Paldea Evolved,Ultra Rare,Dedenne,16.04,3.51,1.25581,2.7750856024383683,0.7960883786979334,54.8862,0.07779694071987688,0.0025575447570332483,2,1132
Pansear,White Flare,Illustration Rare,Pansear,16.02,17.54,2.86442,2.7738379416402132,0.9641979261283569,31.9182,0.0,0.0011792452830188679,1,362
Venusaur ex,Scarlet and Violet 151,Ultra Rare,Venusaur,15.96,3.01,1.10212,2.7700855920216627,0.6972258404131082,54.5988,0.06412804389783601,0.004032258064516129,3,1027
Farigiraf,Paldea Evolved,Illustration Rare,Farigiraf,15.95,12.4,2.51795,2.7694588292308535,0.8374305703689058,41.2528,0.0,0.0021141649048625794,1,1132
Gouging Fire ex,Temporal Forces,Hyper Rare,Gouging Fire,15.86,11.77,2.46559,2.7638002162067017,0.9611031387195081,29.5884,0.0,0.0011961722488038277,4,845
Swanna,White Flare,Illustration Rare,Swanna,15.8,17.54,2.86442,2.760009940032921,0.9641979261283569,29.915,0.0,0.0011792452830188679,1,362
Wailord,Journey Together,Illustration Rare,Wailord,15.66,10.68,2.36792,2.751109690562657,0.5552948551496244,53.8282,0.04251559528967587,0.007751937984496124,1,474
Marill,Ascended Heroes,Illustration Rare,Marill,15.66,6.21,1.82545,2.751109690562657,0.7334338101770548,52.632,0.03860795576772013,0.0034129692832764505,2,166
Cynthia's Roserade,Destined Rivals,Illustration Rare,Roserade,15.65,11.22,2.41808,2.750470916986162,0.7220223979590381,51.5053,0.021737206312954775,0.0035971223021582736,1,411
Paldean Wooper,Paldea Evolved,Illustration Rare,Wooper,15.63,39.79,3.68367,2.749192144433385,0.8374305703689058,67.6001,0.2947772356309955,0.0021141649048625794,1,1132
Dragapult ex,Twilight Masquerade,Ultra Rare,Dragapult,15.62,5.99,1.7894,2.7485521444115397,0.7512135599922163,63.4932,0.2027254961537395,0.0031446540880503146,2,782
Cornerstone Mask Ogerpon ex,Twilight Masquerade,Special Illustration Rare,Ogerpon,15.62,72.24,4.28002,2.7485521444115397,0.9867948117136285,55.8239,0.11493988607878006,0.0010626992561105207,13,782
Starly,Scarlet and Violet Base Set,Illustration Rare,Starly,15.6,12.56,2.5308,2.747270914255491,0.7477721687732242,40.6097,0.0,0.003194888178913738,1,1202
Gimmighoul,Paradox Rift,Illustration Rare,Gimmighoul,15.41,12.4,2.51787,2.7350166493320245,0.8227111346745459,35.9506,0.0,0.0022624434389140274,1,985
Woobat,White Flare,Illustration Rare,Woobat,15.32,17.54,2.86442,2.729159164312445,0.9641979261283569,42.5193,0.0,0.0011792452830188679,1,362
Quaquaval ex,Paldea Evolved,Special Illustration Rare,Quaquaval,15.3,27.99,3.33191,2.72785282839839,0.8351229265370621,43.9032,0.0,0.002136752136752137,4,1132
Frillish,White Flare,Illustration Rare,Frillish Male,15.26,17.54,2.86442,2.725235025856311,0.9641979261283569,37.8807,0.0,0.0011792452830188679,1,362
Vanillish,White Flare,Illustration Rare,Vanillish,15.14,17.54,2.86442,2.717340248009303,0.9641979261283569,31.39,0.0,0.0011792452830188679,1,362
Riolu,Paldean Fates,Shiny Rare,Riolu,15.1,25.52,3.23943,2.714694743820879,0.836970999317044,54.907,0.08214033387297465,0.00211864406779661,1,901
Dondozo,Scarlet and Violet Base Set,Illustration Rare,Dondozo,14.99,12.56,2.5308,2.7073833121145063,0.7477721687732242,33.7662,0.0,0.003194888178913738,1,1202
Porygon-Z,Paradox Rift,Illustration Rare,Porygon Z,14.97,21.64,3.07457,2.706048198431537,0.8227111346745459,58.3249,0.13697975850104252,0.0022624434389140274,1,985
Mr. Mime,Scarlet and Violet 151,Illustration Rare,Mr Mime,14.9,10.69,2.36942,2.7013612129514133,0.63707892463184,52.8675,0.03653647632763602,0.005319148936170213,1,1027
Swoobat,White Flare,Illustration Rare,Swoobat,14.81,17.54,2.86442,2.6953026282797072,0.9641979261283569,43.7672,0.0,0.0011792452830188679,1,362
Piplup,Phantasmal Flames,Illustration Rare,Piplup,14.77,18.2,2.90128,2.6925980965432883,0.5359410036530627,68.3767,0.19697654083662475,0.00847457627118644,1,243
Archeops,White Flare,Illustration Rare,Archeops,14.7,19.87,2.98901,2.6878474937846906,0.9641979261283569,51.7124,0.03302185057404401,0.0011792452830188679,1,362
Elgyem,Black Bolt,Illustration Rare,Elgyem,14.69,16.7,2.81566,2.6871669901857858,0.9641979261283569,42.8289,0.0,0.0011792452830188679,1,362
Infernape,Twilight Masquerade,Illustration Rare,Infernape,14.59,26.75,3.28648,2.6803363625346943,0.7172844520170993,64.8651,0.21325010215358764,0.003676470588235294,1,782
Oddish,Paldean Fates,Shiny Rare,Oddish,14.54,36.33,3.59254,2.6769034721053733,0.836970999317044,60.4565,0.17503574508717337,0.00211864406779661,1,901
Krokorok,Black Bolt,Illustration Rare,Krokorok,14.53,16.7,2.81566,2.6762154775821916,0.9641979261283569,38.5177,0.0,0.0011792452830188679,1,362
Pignite,White Flare,Illustration Rare,Pignite,14.5,17.54,2.86442,2.6741486494265287,0.9641979261283569,36.757,0.0,0.0011792452830188679,1,362
Arcanine ex,Scarlet and Violet Base Set,Ultra Rare,Arcanine,14.45,10.16,2.31875,2.670694414558441,0.7449792397124173,70.5984,0.3069076074258451,0.003236245954692557,2,1202
Simipour,Black Bolt,Illustration Rare,Simipour,14.45,16.7,2.81566,2.670694414558441,0.9641979261283569,44.0371,0.0,0.0011792452830188679,1,362
Raging Bolt ex,Temporal Forces,Hyper Rare,Raging Bolt,14.35,11.77,2.46559,2.66374994220563,0.9611031387195081,34.5195,0.0,0.0011961722488038277,4,845
Gulpin,Stellar Crown,Illustration Rare,Gulpin,14.34,10.12,2.31432,2.663052835171474,0.6113582355737917,47.5658,0.0,0.005988023952095809,1,670
Lechonk,Obsidian Flames,Illustration Rare,Lechonk,14.3,9.73,2.27497,2.6602595372658615,0.5993285434772113,44.2061,0.0,0.006329113924050633,1,1069
Slakoth,Surging Sparks,Illustration Rare,Slakoth,14.23,11.07,2.40462,2.655352412101761,0.7385606273598313,39.6702,0.0,0.0033333333333333335,1,614
Zeraora,Stellar Crown,Illustration Rare,Zeraora,14.19,19.52,2.97138,2.6525374911719513,0.6113582355737917,61.8394,0.14476229388504694,0.005988023952095809,1,670
Mesprit,Surging Sparks,Illustration Rare,Mesprit,14.16,11.07,2.40462,2.6504210882655737,0.7385606273598313,33.9726,0.0,0.0033333333333333335,1,614
Carracosta,Black Bolt,Illustration Rare,Carracosta,14.06,16.7,2.81566,2.643333886382519,0.9641979261283569,35.6434,0.0,0.0011792452830188679,1,362
Phione,Twilight Masquerade,Illustration Rare,Phione,13.86,10.92,2.39054,2.6290069937617573,0.7172844520170993,33.9726,0.0,0.003676470588235294,1,782
Mega Lucario ex,Mega Evolution,Ultra Rare,Lucario,13.85,9.03,2.20037,2.6282852326333477,0.7132556306822877,75.572,0.36478745975614923,0.003745318352059925,4,292
Mienfoo,White Flare,Illustration Rare,Mienfoo,13.84,17.54,2.86442,2.6275629501895237,0.9641979261283569,37.0514,0.0,0.0011792452830188679,1,362
Tapu Bulu,Shrouded Fable,Illustration Rare,Tapu Bulu,13.81,9.91,2.29399,2.6253929674212007,0.627636252551653,29.7254,0.0,0.005555555555555556,1,712
Mega Venusaur ex,Mega Evolution,Ultra Rare,Venusaur,13.76,2.59,0.94975,2.6217658325051976,0.7132556306822877,54.5988,0.06560239988763406,0.003745318352059925,3,292
Gurdurr,Black Bolt,Illustration Rare,Gurdurr,13.69,16.7,2.81566,2.6166656393003573,0.9641979261283569,36.757,0.0,0.0011792452830188679,1,362
Gothorita,Paldea Evolved,Illustration Rare,Gothorita,13.68,12.4,2.51795,2.615934912194404,0.8374305703689058,39.8839,0.0,0.0021141649048625794,1,1132
Golett,Black Bolt,Illustration Rare,Golett,13.66,16.7,2.81566,2.614471854142644,0.9641979261283569,40.7875,0.0,0.0011792452830188679,1,362
Dipplin,Twilight Masquerade,Illustration Rare,Dipplin,13.66,10.92,2.39054,2.614471854142644,0.7172844520170993,32.8897,0.0,0.003676470588235294,1,782
Entei,Paldean Fates,Shiny Rare,Entei,13.64,19.15,2.95232,2.613006652415316,0.836970999317044,50.3947,0.00660704906860875,0.00211864406779661,1,901
Meowth ex,Perfect Order,Ultra Rare,Meowth,13.58,2.86,1.04946,2.60859812213055,0.6621412276488463,59.3884,0.12432893403316853,0.004739336492890996,3,110
Patrat,White Flare,Illustration Rare,Patrat,13.46,17.54,2.86442,2.599722324216582,0.9641979261283569,32.4171,0.0,0.0011792452830188679,1,362
Fezandipiti,Shrouded Fable,Illustration Rare,Fezandipiti,13.41,8.98,2.19524,2.596000697293587,0.627636252551653,26.8942,0.0,0.005555555555555556,4,712
Fezandipiti ex,Shrouded Fable,Ultra Rare,Fezandipiti,13.39,1.81,0.59297,2.5945081597030812,0.5730640178391191,26.8942,0.0,0.007142857142857143,4,712
Zweilous,White Flare,Illustration Rare,Zweilous,13.37,17.54,2.86442,2.5930133911138515,0.9641979261283569,38.797,0.0,0.0011792452830188679,1,362
Roggenrola,White Flare,Illustration Rare,Roggenrola,13.36,17.54,2.86442,2.5922651681085,0.9641979261283569,47.2923,0.0,0.0011792452830188679,1,362
Shaymin,Destined Rivals,Illustration Rare,Shaymin Land,13.31,20.89,3.03925,2.58851563240702,0.7220223979590381,61.6704,0.16852580386282318,0.0035971223021582736,1,411
Wimpod,Paradox Rift,Illustration Rare,Wimpod,13.26,12.4,2.51787,2.5847519847577165,0.8227111346745459,46.7303,0.0,0.0022624434389140274,1,985
Relicanth,Temporal Forces,Illustration Rare,Relicanth,13.16,11.09,2.40613,2.5771819258971713,0.7274224300042551,49.2025,0.0,0.0035087719298245615,1,845
Hearthflame Mask Ogerpon ex,Twilight Masquerade,Special Illustration Rare,Ogerpon,13.15,72.24,4.28002,2.5764217586237734,0.9867948117136285,55.8239,0.11493988607878006,0.0010626992561105207,13,782
Great Tusk ex,Scarlet and Violet Base Set,Special Illustration Rare,Great Tusk,12.89,28.82,3.3611,2.556451816951096,0.7512135599922163,33.2279,0.0,0.0031446540880503146,3,1202
Vanillish,Paradox Rift,Illustration Rare,Vanillish,12.84,12.4,2.51787,2.552565298261815,0.8227111346745459,31.39,0.0,0.0022624434389140274,1,985
Koraidon ex,Paldean Fates,Hyper Rare,Koraidon,12.84,3.89,1.35892,2.552565298261815,0.7852714699409487,46.4507,0.0,0.002688172043010753,1,901
Musharna,Black Bolt,Illustration Rare,Musharna,12.83,16.7,2.81566,2.551786178627545,0.9641979261283569,44.4911,0.0,0.0011792452830188679,1,362
Swadloon,White Flare,Illustration Rare,Swadloon,12.83,17.54,2.86442,2.551786178627545,0.9641979261283569,49.7115,0.0,0.0011792452830188679,1,362
Yamask,White Flare,Illustration Rare,Yamask,12.82,17.54,2.86442,2.551006451492524,0.9641979261283569,44.0438,0.0,0.0011792452830188679,1,362
Archaludon ex,Surging Sparks,Special Illustration Rare,Archaludon,12.78,47.72,3.86539,2.5478814489493886,0.9911356165197842,45.5437,0.0,0.0010416666666666667,3,614
Iron Hands ex,Paradox Rift,Special Illustration Rare,Iron Hands,12.77,37.92,3.63541,2.547098670044448,0.9262399968184283,29.9471,0.0,0.0014044943820224719,3,985
Darmanitan,Black Bolt,Illustration Rare,Darmanitan Standard,12.71,16.7,2.81566,2.542389085201363,0.9641979261283569,49.748,0.0,0.0011792452830188679,1,362
Kangaskhan,Destined Rivals,Illustration Rare,Kangaskhan,12.64,10.24,2.32609,2.5368663887187113,0.7220223979590381,45.7817,0.0,0.0035971223021582736,1,411
Maushold ex,Paradox Rift,Ultra Rare,Maushold Family Of Four,12.55,3.16,1.15202,2.529720665577793,0.8121410479178341,52.0945,0.034020588497278015,0.0023752969121140144,2,985
Shiftry,Temporal Forces,Illustration Rare,Shiftry,12.55,11.09,2.40613,2.529720665577793,0.7274224300042551,38.6398,0.0,0.0035087719298245615,1,845
Sigilyph,White Flare,Illustration Rare,Sigilyph,12.5,20.38,3.01441,2.5257286443082556,0.9641979261283569,52.0615,0.0397538804942722,0.0011792452830188679,1,362
Ting-Lu ex,Paldea Evolved,Special Illustration Rare,Ting Lu,12.47,27.99,3.33191,2.523325759691945,0.8351229265370621,29.5884,0.0,0.002136752136752137,4,1132
Chi-Yu ex,Paldean Fates,Hyper Rare,Chi Yu,12.45,3.89,1.35892,2.5217206229107165,0.7852714699409487,41.4323,0.0,0.002688172043010753,1,901
Blaziken,Destined Rivals,Illustration Rare,Blaziken,12.43,31.22,3.44107,2.5201129055226197,0.7220223979590381,68.246,0.2634804134632121,0.0035971223021582736,1,411
Rookidee,Paldea Evolved,Illustration Rare,Rookidee,12.17,12.4,2.51795,2.498973906999436,0.8374305703689058,34.1744,0.0,0.0021141649048625794,1,1132
Simisage,Black Bolt,Illustration Rare,Simisage,12.17,16.7,2.81566,2.498973906999436,0.9641979261283569,35.4724,0.0,0.0011792452830188679,1,362
Terapagos ex,Stellar Crown,Hyper Rare,Terapagos,12.17,9.56,2.25769,2.498973906999436,0.8069209109380346,42.2901,0.0,0.0024330900243309003,3,670
Veluza,Paradox Rift,Illustration Rare,Veluza,12.15,12.4,2.51787,2.4973291697865574,0.8227111346745459,34.3717,0.0,0.0022624434389140274,1,985
Mega Greninja ex,Chaos Rising,ultra rare,Greninja,12.1,6.02,1.79483,2.4932054526026954,0.6682298669242648,75.1085,0.3355649922733581,0.004608294930875576,4,54
Alakazam ex,Scarlet and Violet 151,Ultra Rare,Alakazam,12.09,4.1,1.41157,2.492378664626701,0.6972258404131082,59.9155,0.13826685641232353,0.004032258064516129,3,1027
Bisharp,Black Bolt,Illustration Rare,Bisharp,12.05,25.97,3.25686,2.489064659936664,0.9641979261283569,55.9913,0.11553598069625653,0.0011792452830188679,1,362
Banette,Ascended Heroes,Illustration Rare,Banette,12.04,12.56,2.53021,2.488234439880675,0.7334338101770548,63.7875,0.2022443731563229,0.0034129692832764505,1,166
Blitzle,Paradox Rift,Illustration Rare,Blitzle,12.02,12.4,2.51787,2.4865719291070616,0.8227111346745459,35.8111,0.0,0.0022624434389140274,1,985
Chatot,Temporal Forces,Illustration Rare,Chatot,12.0,11.59,2.44975,2.4849066497880004,0.7274224300042551,50.7137,0.010383227765880779,0.0035087719298245615,1,845
Ralts,Paldean Fates,Shiny Rare,Ralts,11.94,25.4,3.23466,2.479894107964456,0.836970999317044,54.8321,0.08088655131599772,0.00211864406779661,1,901
Paldean Wooper,Paldean Fates,Shiny Rare,Wooper,11.93,57.23,4.04707,2.4790562361098245,0.836970999317044,67.6001,0.2946154657015981,0.00211864406779661,1,901
Chien-Pao ex,Paldean Fates,Hyper Rare,Chien Pao,11.93,3.89,1.35892,2.4790562361098245,0.7852714699409487,47.2459,0.0,0.002688172043010753,1,901
Watchog,White Flare,Illustration Rare,Watchog,11.92,17.54,2.86442,2.4782176616372036,0.9641979261283569,40.0626,0.0,0.0011792452830188679,1,362
