set_name,subject_name,subject_demand,demand_share_q_s,printing_count,selected_easiest_card,selected_rarest_card,reachable_access,elite_scarcity,dual_path,contribution,same_card_both_paths,elite_tie_count
Paradox Rift,Maushold Family Of Four,52.0945,0.012823,2,Maushold ex #155 (Double Rare),Maushold ex #233 (Ultra Rare),0.446395,0.812141,0.362536,0.004649,False,0
Paradox Rift,Aipom,54.9422,0.030257,1,Aipom #211 (Illustration Rare),Aipom #211 (Illustration Rare),0.177289,0.822711,0.145858,0.004413,True,0
Paradox Rift,Minior Red Meteor,54.7376,0.029004,1,Minior #201 (Illustration Rare),Minior #201 (Illustration Rare),0.177289,0.822711,0.145858,0.00423,True,0
Paradox Rift,Groudon,54.7049,0.028804,1,Groudon #199 (Illustration Rare),Groudon #199 (Illustration Rare),0.177289,0.822711,0.145858,0.004201,True,0
Paradox Rift,Steelix,54.5082,0.0276,1,Steelix #208 (Illustration Rare),Steelix #208 (Illustration Rare),0.177289,0.822711,0.145858,0.004026,True,0
Paradox Rift,Cofagrigus,51.2058,0.007382,2,Cofagrigus ex #76 (Double Rare),Cofagrigus ex #224 (Ultra Rare),0.446395,0.812141,0.362536,0.002676,False,0
Paradox Rift,Swablu,51.1952,0.007317,1,Swablu #213 (Illustration Rare),Swablu #213 (Illustration Rare),0.177289,0.822711,0.145858,0.001067,True,0
Paradox Rift,Slither Wing,50.6504,0.003982,1,Slither Wing #203 (Illustration Rare),Slither Wing #203 (Illustration Rare),0.177289,0.822711,0.145858,0.000581,True,0
Paradox Rift,Snorunt,50.1427,0.000874,1,Snorunt #188 (Illustration Rare),Snorunt #188 (Illustration Rare),0.177289,0.822711,0.145858,0.000127,True,0
Temporal Forces,Gengar,83.4567,0.238423,2,Gengar ex #104 (Double Rare),Gengar ex #193 (Ultra Rare),0.525305,0.715682,0.375951,0.089636,False,0
Temporal Forces,Scizor,67.0596,0.121572,2,Scizor ex #111 (Double Rare),Scizor ex #195 (Ultra Rare),0.525305,0.715682,0.375951,0.045705,False,0
Temporal Forces,Torterra,63.5527,0.096581,2,Torterra ex #12 (Double Rare),Torterra ex #185 (Ultra Rare),0.525305,0.715682,0.375951,0.03631,False,0
Temporal Forces,Metagross,66.3634,0.116611,1,Metagross #178 (Illustration Rare),Metagross #178 (Illustration Rare),0.272578,0.727422,0.198279,0.023122,True,0
Temporal Forces,Incineroar,58.4995,0.06057,2,Incineroar ex #34 (Double Rare),Incineroar ex #187 (Ultra Rare),0.525305,0.715682,0.375951,0.022771,False,0
Temporal Forces,Reuniclus,64.7087,0.104819,1,Reuniclus #171 (Illustration Rare),Reuniclus #171 (Illustration Rare),0.272578,0.727422,0.198279,0.020783,True,0
Temporal Forces,Snom,63.4585,0.09591,1,Snom #168 (Illustration Rare),Snom #168 (Illustration Rare),0.272578,0.727422,0.198279,0.019017,True,0
Temporal Forces,Litten,57.7238,0.055042,1,Litten #167 (Illustration Rare),Litten #167 (Illustration Rare),0.272578,0.727422,0.198279,0.010914,True,0
Temporal Forces,Excadrill,54.5943,0.03274,1,Excadrill #174 (Illustration Rare),Excadrill #174 (Illustration Rare),0.272578,0.727422,0.198279,0.006492,True,0
Temporal Forces,Minccino,52.8912,0.020604,1,Minccino #182 (Illustration Rare),Minccino #182 (Illustration Rare),0.272578,0.727422,0.198279,0.004085,True,0
Temporal Forces,Mudsdale,52.8675,0.020435,1,Mudsdale #175 (Illustration Rare),Mudsdale #175 (Illustration Rare),0.272578,0.727422,0.198279,0.004052,True,0
Temporal Forces,Charjabug,52.0069,0.014302,1,Charjabug #169 (Illustration Rare),Charjabug #169 (Illustration Rare),0.272578,0.727422,0.198279,0.002836,True,0
Temporal Forces,Cinccino,51.2614,0.008989,1,Cinccino #183 (Illustration Rare),Cinccino #183 (Illustration Rare),0.272578,0.727422,0.198279,0.001782,True,0
Temporal Forces,Drampa,51.1668,0.008315,1,Drampa #184 (Illustration Rare),Drampa #184 (Illustration Rare),0.272578,0.727422,0.198279,0.001649,True,0
Temporal Forces,Chatot,50.7137,0.005086,1,Chatot #181 (Illustration Rare),Chatot #181 (Illustration Rare),0.272578,0.727422,0.198279,0.001008,True,0
Scarlet and Violet 151,Charizard,87.9598,0.145293,3,Charizard ex #6 (Double Rare),Charizard ex #183 (Ultra Rare),0.522879,0.697226,0.364565,0.052969,False,0
Scarlet and Violet 151,Mew,80.674,0.117406,3,Mew ex #151 (Double Rare),Mew ex #193 (Ultra Rare),0.522879,0.697226,0.364565,0.042802,False,0
Scarlet and Violet 151,Pikachu,86.6387,0.140236,1,Pikachu #173 (Illustration Rare),Pikachu #173 (Illustration Rare),0.362921,0.637079,0.231209,0.032424,True,0
Scarlet and Violet 151,Ninetales,65.3163,0.058624,2,Ninetales ex #38 (Double Rare),Ninetales ex #186 (Ultra Rare),0.522879,0.697226,0.364565,0.021372,False,0
Scarlet and Violet 151,Bulbasaur,73.7634,0.090955,1,Bulbasaur #166 (Illustration Rare),Bulbasaur #166 (Illustration Rare),0.362921,0.637079,0.231209,0.02103,True,0
Scarlet and Violet 151,Blastoise,63.7357,0.052574,3,Blastoise ex #9 (Double Rare),Blastoise ex #184 (Ultra Rare),0.522879,0.697226,0.364565,0.019167,False,0
Scarlet and Violet 151,Psyduck,70.2734,0.077597,1,Psyduck #175 (Illustration Rare),Psyduck #175 (Illustration Rare),0.362921,0.637079,0.231209,0.017941,True,0
Scarlet and Violet 151,Squirtle,67.2322,0.065957,1,Squirtle #170 (Illustration Rare),Squirtle #170 (Illustration Rare),0.362921,0.637079,0.231209,0.01525,True,0
Scarlet and Violet 151,Alakazam,59.9155,0.037952,3,Alakazam ex #65 (Double Rare),Alakazam ex #188 (Ultra Rare),0.522879,0.697226,0.364565,0.013836,False,0
Scarlet and Violet 151,Charmander,61.7106,0.044823,1,Charmander #168 (Illustration Rare),Charmander #168 (Illustration Rare),0.362921,0.637079,0.231209,0.010363,True,0
Scarlet and Violet 151,Nidoking,60.6343,0.040703,1,Nidoking #174 (Illustration Rare),Nidoking #174 (Illustration Rare),0.362921,0.637079,0.231209,0.009411,True,0
Scarlet and Violet 151,Dragonair,57.898,0.03023,1,Dragonair #181 (Illustration Rare),Dragonair #181 (Illustration Rare),0.362921,0.637079,0.231209,0.006989,True,0
Scarlet and Violet 151,Poliwhirl,57.3321,0.028064,1,Poliwhirl #176 (Illustration Rare),Poliwhirl #176 (Illustration Rare),0.362921,0.637079,0.231209,0.006489,True,0
Scarlet and Violet 151,Venusaur,54.5988,0.017602,3,Venusaur ex #3 (Double Rare),Venusaur ex #182 (Ultra Rare),0.522879,0.697226,0.364565,0.006417,False,0
Scarlet and Violet 151,Tangela,53.4116,0.013058,1,Tangela #178 (Illustration Rare),Tangela #178 (Illustration Rare),0.362921,0.637079,0.231209,0.003019,True,0
Scarlet and Violet 151,Wartortle,52.9863,0.01143,1,Wartortle #171 (Illustration Rare),Wartortle #171 (Illustration Rare),0.362921,0.637079,0.231209,0.002643,True,0
Scarlet and Violet 151,Mr Mime,52.8675,0.010975,1,Mr. Mime #179 (Illustration Rare),Mr. Mime #179 (Illustration Rare),0.362921,0.637079,0.231209,0.002538,True,0
Scarlet and Violet 151,Jynx,51.5512,0.005937,2,Jynx ex #124 (Double Rare),Jynx ex #191 (Ultra Rare),0.522879,0.697226,0.364565,0.002165,False,0
Scarlet and Violet 151,Caterpie,51.467,0.005615,1,Caterpie #172 (Illustration Rare),Caterpie #172 (Illustration Rare),0.362921,0.637079,0.231209,0.001298,True,0
Scarlet and Violet 151,Zapdos,50.7173,0.002745,3,Zapdos ex #145 (Double Rare),Zapdos ex #192 (Ultra Rare),0.522879,0.697226,0.364565,0.001001,False,0
Scarlet and Violet 151,Ivysaur,50.5807,0.002223,1,Ivysaur #167 (Illustration Rare),Ivysaur #167 (Illustration Rare),0.362921,0.637079,0.231209,0.000514,True,0
Ascended Heroes,Charizard,87.9598,0.075488,2,Mega Charizard Y ex #22 (Double Rare),Mega Charizard Y ex #294 (Mega Hyper Rare),0.359483,1.0,0.359483,0.027137,False,1
Ascended Heroes,Pikachu,86.6387,0.07286,3,Pikachu ex #57 (Double Rare),Pikachu ex #276 (Special Illustration Rare),0.359483,1.0,0.359483,0.026192,False,2
Ascended Heroes,Gengar,83.4567,0.066533,3,Mega Gengar ex #125 (Double Rare),Mega Gengar ex #284 (Special Illustration Rare),0.359483,1.0,0.359483,0.023917,False,1
Ascended Heroes,Dragonite,74.4633,0.048648,4,Mega Dragonite ex #152 (Double Rare),Mega Dragonite ex #290 (Special Illustration Rare),0.359483,1.0,0.359483,0.017488,False,2
Ascended Heroes,Mewtwo,70.6367,0.041039,2,Team Rocket's Mewtwo ex #79 (Double Rare),Team Rocket's Mewtwo ex #281 (Special Illustration Rare),0.359483,1.0,0.359483,0.014753,False,1
Ascended Heroes,Zoroark,67.3809,0.034564,2,N's Zoroark ex #137 (Double Rare),N's Zoroark ex #286 (Special Illustration Rare),0.359483,1.0,0.359483,0.012425,False,1
Ascended Heroes,Lucario,75.572,0.050853,1,Mega Lucario ex #113 (Double Rare),Mega Lucario ex #113 (Double Rare),0.359483,0.640517,0.230255,0.011709,True,0
Ascended Heroes,Mimikyu Disguised,78.4841,0.056644,1,Team Rocket's Mimikyu #238 (Illustration Rare),Team Rocket's Mimikyu #238 (Illustration Rare),0.266566,0.733434,0.195509,0.011074,True,0
Ascended Heroes,Garchomp,70.9731,0.041707,1,Cynthia's Garchomp ex #111 (Double Rare),Cynthia's Garchomp ex #111 (Double Rare),0.359483,0.640517,0.230255,0.009603,True,0
Ascended Heroes,Gardevoir,70.8255,0.041414,1,Mega Gardevoir ex #89 (Double Rare),Mega Gardevoir ex #89 (Double Rare),0.359483,0.640517,0.230255,0.009536,True,0
Ascended Heroes,Froslass,61.2803,0.022432,3,Mega Froslass ex #47 (Double Rare),Mega Froslass ex #275 (Special Illustration Rare),0.359483,1.0,0.359483,0.008064,False,1
Ascended Heroes,Psyduck,70.2734,0.040316,1,Psyduck #226 (Illustration Rare),Psyduck #226 (Illustration Rare),0.266566,0.733434,0.195509,0.007882,True,0
Ascended Heroes,Mawile,69.0039,0.037792,1,Mawile #246 (Illustration Rare),Mawile #246 (Illustration Rare),0.266566,0.733434,0.195509,0.007389,True,0
Ascended Heroes,Feraligatr,58.9084,0.017715,2,Mega Feraligatr ex #43 (Double Rare),Mega Feraligatr ex #274 (Special Illustration Rare),0.359483,1.0,0.359483,0.006368,False,1
Ascended Heroes,Dragapult,63.4932,0.026833,1,Dragapult ex #160 (Double Rare),Dragapult ex #160 (Double Rare),0.359483,0.640517,0.230255,0.006178,True,0
Ascended Heroes,Cinderace,62.2793,0.024419,1,Cinderace ex #38 (Double Rare),Cinderace ex #38 (Double Rare),0.359483,0.640517,0.230255,0.005623,True,0
Ascended Heroes,Hawlucha,57.6225,0.015158,3,Mega Hawlucha ex #116 (Double Rare),Mega Hawlucha ex #283 (Special Illustration Rare),0.359483,1.0,0.359483,0.005449,False,1
Ascended Heroes,Banette,63.7875,0.027418,1,Banette #234 (Illustration Rare),Banette #234 (Illustration Rare),0.266566,0.733434,0.195509,0.00536,True,0
Ascended Heroes,Clefairy,57.4096,0.014735,2,Lillie's Clefairy ex #76 (Double Rare),Lillie's Clefairy ex #280 (Special Illustration Rare),0.359483,1.0,0.359483,0.005297,False,1
Ascended Heroes,Dunsparce,61.142,0.022157,1,Larry's Dudunsparce ex #164 (Double Rare),Larry's Dudunsparce ex #164 (Double Rare),0.359483,0.640517,0.230255,0.005102,True,0
Ascended Heroes,Scrafty,57.0256,0.013971,3,Mega Scrafty ex #135 (Double Rare),Mega Scrafty ex #285 (Special Illustration Rare),0.359483,1.0,0.359483,0.005022,False,1
Ascended Heroes,Togekiss,59.4514,0.018795,1,Togekiss #235 (Illustration Rare),Togekiss #235 (Illustration Rare),0.266566,0.733434,0.195509,0.003675,True,0
Ascended Heroes,Rotom,58.9416,0.017781,1,Fan Rotom #250 (Illustration Rare),Fan Rotom #250 (Illustration Rare),0.266566,0.733434,0.195509,0.003476,True,0
Ascended Heroes,Weavile,58.7436,0.017388,1,Weavile #228 (Illustration Rare),Weavile #228 (Illustration Rare),0.266566,0.733434,0.195509,0.003399,True,0
Ascended Heroes,Zangoose,57.1665,0.014251,1,Zangoose ex #167 (Double Rare),Zangoose ex #167 (Double Rare),0.359483,0.640517,0.230255,0.003281,True,0
Ascended Heroes,Sprigatito,57.509,0.014933,1,Sprigatito ex #251 (Ultra Rare),Sprigatito ex #251 (Ultra Rare),0.268054,0.731946,0.196201,0.00293,True,0
Ascended Heroes,Audino,55.3761,0.010691,2,Mega Audino ex #172 (Double Rare),Mega Audino ex #253 (Ultra Rare),0.359483,0.731946,0.263123,0.002813,False,0
Ascended Heroes,Eelektross,53.8844,0.007725,3,Mega Eelektross ex #61 (Double Rare),Mega Eelektross ex #278 (Special Illustration Rare),0.359483,1.0,0.359483,0.002777,False,1
Ascended Heroes,Diancie,53.8172,0.007591,2,Mega Diancie ex #267 (MEGA_ATTACK_RARE),Mega Diancie ex #282 (Special Illustration Rare),0.347324,1.0,0.347324,0.002637,False,1
Ascended Heroes,Scorbunny,56.5706,0.013066,1,Scorbunny #225 (Illustration Rare),Scorbunny #225 (Illustration Rare),0.266566,0.733434,0.195509,0.002555,True,0
Ascended Heroes,Misdreavus,55.5916,0.01112,1,Misdreavus #233 (Illustration Rare),Misdreavus #233 (Illustration Rare),0.266566,0.733434,0.195509,0.002174,True,0
Ascended Heroes,Meganium,52.5986,0.005168,2,Mega Meganium ex #10 (Double Rare),Mega Meganium ex #272 (Special Illustration Rare),0.359483,1.0,0.359483,0.001858,False,1
Ascended Heroes,Mightyena,53.63,0.007219,1,Mightyena #243 (Illustration Rare),Mightyena #243 (Illustration Rare),0.266566,0.733434,0.195509,0.001411,True,0
Ascended Heroes,Marill,52.632,0.005234,2,Azumarill ex #84 (Double Rare),Marill #232 (Illustration Rare),0.359483,0.733434,0.263657,0.00138,False,0
Ascended Heroes,Emboar,51.9233,0.003825,2,Mega Emboar ex #31 (Double Rare),Mega Emboar ex #273 (Special Illustration Rare),0.359483,1.0,0.359483,0.001375,False,1
Ascended Heroes,Tangela,53.4116,0.006784,1,Erika's Tangela #218 (Illustration Rare),Erika's Tangela #218 (Illustration Rare),0.266566,0.733434,0.195509,0.001326,True,0
Ascended Heroes,Vileplume,52.3901,0.004753,1,Erika's Vileplume ex #3 (Double Rare),Erika's Vileplume ex #3 (Double Rare),0.359483,0.640517,0.230255,0.001094,True,0
Ascended Heroes,Trevenant,51.6603,0.003302,1,Hop's Trevenant #237 (Illustration Rare),Hop's Trevenant #237 (Illustration Rare),0.266566,0.733434,0.195509,0.000646,True,0
Ascended Heroes,Spiritomb,50.9393,0.001868,1,Cynthia's Spiritomb #244 (Illustration Rare),Cynthia's Spiritomb #244 (Illustration Rare),0.266566,0.733434,0.195509,0.000365,True,0
Ascended Heroes,Staraptor,50.7137,0.001419,1,Larry's Staraptor #249 (Illustration Rare),Larry's Staraptor #249 (Illustration Rare),0.266566,0.733434,0.195509,0.000277,True,0
Ascended Heroes,Stunfisk,50.363,0.000722,2,Stunfisk ex #114 (Double Rare),Stunfisk ex #252 (Ultra Rare),0.359483,0.731946,0.263123,0.00019,False,0
Ascended Heroes,Dreepy,50.4251,0.000845,1,Dreepy #247 (Illustration Rare),Dreepy #247 (Illustration Rare),0.266566,0.733434,0.195509,0.000165,True,0
Ascended Heroes,Snorunt,50.1427,0.000284,1,Snorunt #227 (Illustration Rare),Snorunt #227 (Illustration Rare),0.266566,0.733434,0.195509,5.5e-05,True,0
Ascended Heroes,Metagross,66.3634,0.032541,1,Steven's Metagross ex #289 (Special Illustration Rare),Steven's Metagross ex #289 (Special Illustration Rare),0.0,1.0,0.0,0.0,True,1
Stellar Crown,Lucario,75.572,0.150344,1,Lucario ex #82 (Double Rare),Lucario ex #82 (Double Rare),0.487347,0.512653,0.24984,0.037562,True,0
Stellar Crown,Greninja,75.1085,0.147619,1,Greninja ex #41 (Double Rare),Greninja ex #41 (Double Rare),0.487347,0.512653,0.24984,0.036881,True,0
Stellar Crown,Bulbasaur,73.7634,0.139711,1,Bulbasaur #143 (Illustration Rare),Bulbasaur #143 (Illustration Rare),0.388642,0.611358,0.237599,0.033195,True,0
Stellar Crown,Lapras,64.8141,0.087096,2,Lapras ex #32 (Double Rare),Lapras ex #158 (Ultra Rare),0.487347,0.606094,0.295378,0.025726,False,0
Stellar Crown,Squirtle,67.2322,0.101312,1,Squirtle #148 (Illustration Rare),Squirtle #148 (Illustration Rare),0.388642,0.611358,0.237599,0.024072,True,0
Stellar Crown,Cinderace,62.2793,0.072193,2,Cinderace ex #28 (Double Rare),Cinderace ex #157 (Ultra Rare),0.487347,0.606094,0.295378,0.021324,False,0
Stellar Crown,Blastoise,63.7357,0.080755,1,Blastoise ex #30 (Double Rare),Blastoise ex #30 (Double Rare),0.487347,0.512653,0.24984,0.020176,True,0
Stellar Crown,Joltik,64.3057,0.084107,1,Joltik #150 (Illustration Rare),Joltik #150 (Illustration Rare),0.388642,0.611358,0.237599,0.019984,True,0
Stellar Crown,Galvantula,56.8411,0.04022,3,Galvantula ex #51 (Double Rare),Galvantula ex #168 (Special Illustration Rare),0.487347,0.866197,0.422139,0.016979,False,0
Stellar Crown,Zeraora,61.8394,0.069607,1,Zeraora #151 (Illustration Rare),Zeraora #151 (Illustration Rare),0.388642,0.611358,0.237599,0.016538,True,0
Stellar Crown,Venusaur,54.5988,0.027037,1,Venusaur ex #1 (Double Rare),Venusaur ex #1 (Double Rare),0.487347,0.512653,0.24984,0.006755,True,0
Obsidian Flames,Charizard,87.9598,0.220564,4,Charizard ex #125 (Double Rare),Charizard ex #223 (Special Illustration Rare),0.40624,0.641651,0.260664,0.057493,False,0
Obsidian Flames,Dragonite,74.4633,0.142143,1,Dragonite ex #159 (Double Rare),Dragonite ex #159 (Double Rare),0.40624,0.59376,0.241209,0.034286,True,0
Obsidian Flames,Absol,72.1605,0.128763,2,Absol ex #135 (Double Rare),Absol ex #214 (Ultra Rare),0.40624,0.628839,0.255459,0.032894,False,0
Obsidian Flames,Scizor,67.0596,0.099124,1,Scizor #205 (Illustration Rare),Scizor #205 (Illustration Rare),0.400671,0.599329,0.240134,0.023803,True,0
Obsidian Flames,Tyranitar,65.5556,0.090385,2,Tyranitar ex #66 (Double Rare),Tyranitar ex #211 (Ultra Rare),0.40624,0.628839,0.255459,0.02309,False,0
Obsidian Flames,Ninetales,65.3163,0.088995,1,Ninetales #199 (Illustration Rare),Ninetales #199 (Illustration Rare),0.400671,0.599329,0.240134,0.021371,True,0
Obsidian Flames,Decidueye,62.8154,0.074463,1,Decidueye ex #15 (Double Rare),Decidueye ex #15 (Double Rare),0.40624,0.59376,0.241209,0.017961,True,0
Obsidian Flames,Victini,62.6298,0.073385,1,Victini ex #33 (Double Rare),Victini ex #33 (Double Rare),0.40624,0.59376,0.241209,0.017701,True,0
Obsidian Flames,Houndoom,62.2207,0.071008,1,Houndoom ex #134 (Double Rare),Houndoom ex #134 (Double Rare),0.40624,0.59376,0.241209,0.017128,True,0
Obsidian Flames,Gloom,50.8843,0.005138,1,Gloom #198 (Illustration Rare),Gloom #198 (Illustration Rare),0.400671,0.599329,0.240134,0.001234,True,0
Obsidian Flames,Clefable,50.5634,0.003274,1,Clefable ex #82 (Double Rare),Clefable ex #82 (Double Rare),0.40624,0.59376,0.241209,0.00079,True,0
Obsidian Flames,Larvitar,50.4746,0.002758,1,Larvitar #203 (Illustration Rare),Larvitar #203 (Illustration Rare),0.400671,0.599329,0.240134,0.000662,True,0
Shrouded Fable,Zorua,66.0552,0.342169,1,Zorua #75 (Illustration Rare),Zorua #75 (Illustration Rare),0.372364,0.627636,0.233709,0.079968,True,0
Shrouded Fable,Persian,63.6831,0.291614,1,Persian #78 (Illustration Rare),Persian #78 (Illustration Rare),0.372364,0.627636,0.233709,0.068153,True,0
Shrouded Fable,Houndoom,62.2207,0.260448,1,Houndoom #66 (Illustration Rare),Houndoom #66 (Illustration Rare),0.372364,0.627636,0.233709,0.060869,True,0
Shrouded Fable,Bewear,52.6664,0.056826,1,Bewear #79 (Illustration Rare),Bewear #79 (Illustration Rare),0.372364,0.627636,0.233709,0.013281,True,0
Shrouded Fable,Duskull,52.2965,0.048943,1,Duskull #68 (Illustration Rare),Duskull #68 (Illustration Rare),0.372364,0.627636,0.233709,0.011438,True,0
Paldea Evolved,Pikachu,86.6387,0.165502,1,Pikachu ex #63 (Double Rare),Pikachu ex #63 (Double Rare),0.453289,0.546711,0.247818,0.041014,True,0
Paldea Evolved,Noivern,65.7217,0.071017,2,Noivern ex #153 (Double Rare),Noivern ex #246 (Ultra Rare),0.453289,0.796088,0.360858,0.025627,False,0
Paldea Evolved,Clodsire,61.9341,0.053908,2,Paldean Clodsire ex #130 (Double Rare),Paldean Clodsire ex #244 (Ultra Rare),0.453289,0.796088,0.360858,0.019453,False,0
Paldea Evolved,Meowscarada,59.7146,0.043882,4,Meowscarada ex #15 (Double Rare),Meowscarada ex #271 (Hyper Rare),0.453289,0.854635,0.387397,0.017,False,0
Paldea Evolved,Lycanroc Midday,58.1747,0.036926,2,Lycanroc ex #117 (Double Rare),Lycanroc ex #241 (Ultra Rare),0.453289,0.796088,0.360858,0.013325,False,0
Paldea Evolved,Tinkaton,65.8399,0.071551,2,Tinkaton ex #240 (Ultra Rare),Tinkaton ex #262 (Special Illustration Rare),0.203912,0.835123,0.170291,0.012185,False,0
Paldea Evolved,Raichu,69.1266,0.086398,1,Raichu #211 (Illustration Rare),Raichu #211 (Illustration Rare),0.162569,0.837431,0.136141,0.011762,True,0
Paldea Evolved,Wooper,67.6001,0.079502,1,Paldean Wooper #221 (Illustration Rare),Paldean Wooper #221 (Illustration Rare),0.162569,0.837431,0.136141,0.010823,True,0
Paldea Evolved,Tyranitar,65.5556,0.070267,1,Tyranitar #222 (Illustration Rare),Tyranitar #222 (Illustration Rare),0.162569,0.837431,0.136141,0.009566,True,0
Paldea Evolved,Heracross,65.038,0.067929,1,Heracross #194 (Illustration Rare),Heracross #194 (Illustration Rare),0.162569,0.837431,0.136141,0.009248,True,0
Paldea Evolved,Dedenne,54.8862,0.022072,2,Dedenne ex #93 (Double Rare),Dedenne ex #239 (Ultra Rare),0.453289,0.796088,0.360858,0.007965,False,0
Paldea Evolved,Magikarp,62.6204,0.057008,1,Magikarp #203 (Illustration Rare),Magikarp #203 (Illustration Rare),0.162569,0.837431,0.136141,0.007761,True,0
Paldea Evolved,Mismagius,60.4903,0.047386,1,Mismagius #212 (Illustration Rare),Mismagius #212 (Illustration Rare),0.162569,0.837431,0.136141,0.006451,True,0
Paldea Evolved,Sprigatito,57.509,0.033919,1,Sprigatito #196 (Illustration Rare),Sprigatito #196 (Illustration Rare),0.162569,0.837431,0.136141,0.004618,True,0
Paldea Evolved,Fuecoco,57.4108,0.033476,1,Fuecoco #201 (Illustration Rare),Fuecoco #201 (Illustration Rare),0.162569,0.837431,0.136141,0.004557,True,0
Paldea Evolved,Tropius,55.4626,0.024675,1,Tropius #195 (Illustration Rare),Tropius #195 (Illustration Rare),0.162569,0.837431,0.136141,0.003359,True,0
Paldea Evolved,Sudowoodo,52.929,0.013231,1,Sudowoodo #219 (Illustration Rare),Sudowoodo #219 (Illustration Rare),0.162569,0.837431,0.136141,0.001801,True,0
Paldea Evolved,Marill,52.632,0.011889,1,Marill #204 (Illustration Rare),Marill #204 (Illustration Rare),0.162569,0.837431,0.136141,0.001619,True,0
Paldea Evolved,Maushold Family Of Four,52.0945,0.009461,1,Maushold #226 (Illustration Rare),Maushold #226 (Illustration Rare),0.162569,0.837431,0.136141,0.001288,True,0
Paldean Fates,Charizard,87.9598,0.068179,2,Charizard ex #54 (Double Rare),Charizard ex #234 (Special Illustration Rare),0.60033,0.833726,0.500511,0.034124,False,0
Paldean Fates,Gardevoir,70.8255,0.037404,3,Gardevoir ex #29 (Double Rare),Gardevoir ex #233 (Special Illustration Rare),0.60033,0.833726,0.500511,0.018721,False,0
Paldean Fates,Mew,80.674,0.055093,2,Mew ex #216 (Shiny Ultra Rare),Mew ex #232 (Special Illustration Rare),0.404834,0.833726,0.337521,0.018595,False,0
Paldean Fates,Noivern,65.7217,0.028237,2,Noivern ex #69 (Double Rare),Noivern ex #220 (Shiny Ultra Rare),0.60033,0.595166,0.357296,0.010089,False,0
Paldean Fates,Pikachu,86.6387,0.065806,1,Pikachu #131 (Shiny Rare),Pikachu #131 (Shiny Rare),0.163029,0.836971,0.136451,0.008979,True,0
Paldean Fates,Clodsire,61.9341,0.021435,2,Paldean Clodsire ex #59 (Double Rare),Paldean Clodsire ex #219 (Shiny Ultra Rare),0.60033,0.595166,0.357296,0.007659,False,0
Paldean Fates,Mimikyu Disguised,78.4841,0.05116,1,Mimikyu #160 (Shiny Rare),Mimikyu #160 (Shiny Rare),0.163029,0.836971,0.136451,0.006981,True,0
Paldean Fates,Lucario,75.572,0.045929,1,Lucario #174 (Shiny Rare),Lucario #174 (Shiny Rare),0.163029,0.836971,0.136451,0.006267,True,0
Paldean Fates,Snorlax,74.1993,0.043464,1,Snorlax #202 (Shiny Rare),Snorlax #202 (Shiny Rare),0.163029,0.836971,0.136451,0.005931,True,0
Paldean Fates,Ditto,70.9756,0.037674,1,Ditto #201 (Shiny Rare),Ditto #201 (Shiny Rare),0.163029,0.836971,0.136451,0.005141,True,0
Paldean Fates,Sableye,69.4946,0.035014,1,Sableye #184 (Shiny Rare),Sableye #184 (Shiny Rare),0.163029,0.836971,0.136451,0.004778,True,0
Paldean Fates,Raichu,69.1266,0.034353,1,Raichu #132 (Shiny Rare),Raichu #132 (Shiny Rare),0.163029,0.836971,0.136451,0.004687,True,0
Paldean Fates,Luxray,68.1912,0.032673,1,Luxray #137 (Shiny Rare),Luxray #137 (Shiny Rare),0.163029,0.836971,0.136451,0.004458,True,0
Paldean Fates,Wooper,67.6001,0.031611,1,Paldean Wooper #180 (Shiny Rare),Paldean Wooper #180 (Shiny Rare),0.163029,0.836971,0.136451,0.004313,True,0
Paldean Fates,Alakazam,59.9155,0.017809,1,Alakazam ex #215 (Shiny Ultra Rare),Alakazam ex #215 (Shiny Ultra Rare),0.404834,0.595166,0.240943,0.004291,True,0
Paldean Fates,Scizor,67.0596,0.03064,1,Scizor #191 (Shiny Rare),Scizor #191 (Shiny Rare),0.163029,0.836971,0.136451,0.004181,True,0
Paldean Fates,Tinkaton,65.8399,0.02845,1,Tinkaton #167 (Shiny Rare),Tinkaton #167 (Shiny Rare),0.163029,0.836971,0.136451,0.003882,True,0
Paldean Fates,Slowpoke,65.6317,0.028076,1,Slowpoke #116 (Shiny Rare),Slowpoke #116 (Shiny Rare),0.163029,0.836971,0.136451,0.003831,True,0
Paldean Fates,Ceruledge,62.501,0.022453,1,Ceruledge #162 (Shiny Rare),Ceruledge #162 (Shiny Rare),0.163029,0.836971,0.136451,0.003064,True,0
Paldean Fates,Toxtricity Amped,61.7283,0.021065,1,Toxtricity #141 (Shiny Rare),Toxtricity #141 (Shiny Rare),0.163029,0.836971,0.136451,0.002874,True,0
Paldean Fates,Charmander,61.7106,0.021033,1,Charmander #109 (Shiny Rare),Charmander #109 (Shiny Rare),0.163029,0.836971,0.136451,0.00287,True,0
Paldean Fates,Shinx,61.6033,0.02084,1,Shinx #135 (Shiny Rare),Shinx #135 (Shiny Rare),0.163029,0.836971,0.136451,0.002844,True,0
Paldean Fates,Scyther,61.5013,0.020657,1,Scyther #95 (Shiny Rare),Scyther #95 (Shiny Rare),0.163029,0.836971,0.136451,0.002819,True,0
