20260906065249|repair_nightly_graded_freshness_and_align_v2_shadow|b53641aeb40bdb443c84e512d4b9db98
20260906065335|promote_nightly_card_freshness_v2_ranges|9b7716316072b5a954eba4b70e08a4a5
20260906065548|add_v2_monthly_rollup_coordinator|2803748c3d8f17d6627235d7ed4c13e2
20260906065643|attach_monthly_rollup_v2_to_shadow_cycle|d2f2107da664c8d41cedb054c47dfe22
20260906065949|add_market_explorer_filtered_cohort_v2_shadow|4f8538aa201b6e0ee341995f45eaf282
20260906070138|add_market_explorer_v2_acceptance_helper|953f5ad8e5b38778cfc4222c26561c8e
20260906070842|add_market_explorer_v2_compact_interval_fallback|eaa17a648b9ecb559aa7c2659ad445c2
20260906071020|add_market_explorer_v2_hybrid_shadow|651e57c04082a689fd85f74759afad67
20260906174814|promote_market_explorer_v2_hybrid_with_legacy_rollback|4bb6421a811a49d26461fa3a20fc52a0
20260906180118|add_stable_canonical_variant_preferences_v2|0df7c174d948a84cdd2b59732f268605
20260906180550|refresh_canonical_prices_inside_v2_shadow_queue|4f486b9822679634aaa3415a00416a9d
20260906180909|add_set_market_constituents_v2_shadow|b4e9c4c1d3f39748b1c798c6c20c0d82
20260906181344|align_set_market_v2_constituents_to_standard_print_contract|1e676fec8c419a6623ac350ecdf75675
20260906181721|add_set_market_constituent_v2_hybrid_shadow|de8a5fd260cf41c896918baa7ea9a383
20260906181824|promote_set_market_constituents_v2_hybrid|a48a8385b62bb43356066ea2f9540767
20260906182102|add_set_value_daily_rows_v2_hybrid_shadow|0de9fcbb73f7f5113aaf703726ebfb9d
20260906182327|add_member_set_value_v2_shadow_backfill_v2|e81a22947008ab1ea49fd7a6979af3e3
20260906182408|bound_member_set_value_v2_backfill_through_date|412e75821f50c0baf028162d0c9afe43
20260906183328|rollback_set_market_constituents_to_legacy_during_full_v2_acceptance|0601fa26840566c699b3349e65f5aa17
20260906183641|add_set_market_constituent_v2_full_history_acceptance|270d8f3936df3dce2a61fec9e70c64a4
20260906184522|add_set_market_constituent_legacy_exception_partition|dec08afb6fe28fe4a1a47190f013b520
20260906184615|promote_full_history_accepted_set_market_constituent_hybrid|1df8df00fd341dc6139384b96b0bd7cb
20260906184832|backup_set_value_daily_history_before_v2_repair|bfe060a04d7383892805415c99228f0a
20260906185315|add_safe_member_set_value_v2_shadow_publisher|18b418c3757639f47513d6844209abd4
20260906195219|add_acceptance_bounded_constituent_v2_guard|7000a649352e22bec44934db01c4c547
20260906195341|promote_acceptance_bounded_constituent_guard|6d43689bb6011e6b0728e036eb25c4a7
20260906195721|add_acceptance_bounded_set_market_v2_guarded_reader|c9c906658bbc2f1c11ce824ec728ae30
20260906230828|guard_member_price_history_publication_before_writes|0d006e178b880816b2ee77bec2188290
20260906232931|remove_boss_orders_display_name_alias_cards|8943fe4b4b3e70611543be1f48496c96
20260906233426|add_isolated_member_root_price_scope_staging|5929e3b93b2dc636a346a99c2db0ebfc
20260906233651|restrict_scope_stage_to_append_only_backend_access|76f49732e0e449d1106eff2b412d7a47
