canonicalKey,calculationRunId,packCost,ev,p50,p95,p99,stdDev,cv,gapAbsolute,gapCostNormalized,typicalCapture,relativeGap,pearsonSkew2,gmSkew,top1OutcomeShare,top5OutcomeShare,top10OutcomeShare,top1TailMean,simTopCardShare,simTop5CardShare,simTop10CardShare,simCardHhi,simEffectiveCardCount,simCardCount,horizonR80C80,horizonR80C80First,horizonR80C80Status,horizonTau20C80,horizonTau20C80First,horizonTau20C80Status,monotonicityViolations,monotonicityMaxDecrease,reconciliationStatus,reconciliationZ,reconciliationRelative,reconciliationP50Relative,reconciliationP95Relative,cardAttributionAuthoritative,financialRipV3,ripTypicalRetentionRatio,ripTotalRtpRatio,ripJackpotValueShare,ripBaseRtpExTop1,ripTrueWinProbability,ripP95ThresholdRatio,analyticHhi,analyticTop1Share,runtimeSeconds,rarityShare__special_illustration_rare,rarityCopies__special_illustration_rare,rarityShare__regular_reverse,rarityCopies__regular_reverse,rarityShare__illustration_rare,rarityCopies__illustration_rare,rarityShare__mega_attack_rare,rarityCopies__mega_attack_rare,rarityShare__mega_hyper_rare,rarityCopies__mega_hyper_rare,rarityShare__common,rarityCopies__common,rarityShare__uncommon,rarityCopies__uncommon,rarityShare__double_rare,rarityCopies__double_rare,rarityShare__rare,rarityCopies__rare,rarityShare__ultra_rare,rarityCopies__ultra_rare,rarityReconciliation,hitProb__hyper_rare,hitProb__ultra_rare,hitProb__any_premium,hitProb__double_rare,hitProb__any_top_tier,hitProb__ace_spec_rare,hitProb__illustration_rare,hitProb__special_illustration_rare,econHit__0.25x,econHit__0.50x,econHit__0.75x,econHit__1.00x,econHit__2.00x,econHit__5.00x,realize0.50@1,realize0.50@6,realize0.50@9,realize0.50@11,realize0.50@18,realize0.50@36,realize0.50@50,realize0.50@72,realize0.50@100,realize0.50@150,realize0.50@250,realize0.50@500,realize0.50@1000,realize0.70@1,realize0.70@6,realize0.70@9,realize0.70@11,realize0.70@18,realize0.70@36,realize0.70@50,realize0.70@72,realize0.70@100,realize0.70@150,realize0.70@250,realize0.70@500,realize0.70@1000,realize0.75@1,realize0.75@6,realize0.75@9,realize0.75@11,realize0.75@18,realize0.75@36,realize0.75@50,realize0.75@72,realize0.75@100,realize0.75@150,realize0.75@250,realize0.75@500,realize0.75@1000,realize0.80@1,realize0.80@6,realize0.80@9,realize0.80@11,realize0.80@18,realize0.80@36,realize0.80@50,realize0.80@72,realize0.80@100,realize0.80@150,realize0.80@250,realize0.80@500,realize0.80@1000,realize0.90@1,realize0.90@6,realize0.90@9,realize0.90@11,realize0.90@18,realize0.90@36,realize0.90@50,realize0.90@72,realize0.90@100,realize0.90@150,realize0.90@250,realize0.90@500,realize0.90@1000,realize1.00@1,realize1.00@6,realize1.00@9,realize1.00@11,realize1.00@18,realize1.00@36,realize1.00@50,realize1.00@72,realize1.00@100,realize1.00@150,realize1.00@250,realize1.00@500,realize1.00@1000,within0.10@1,within0.10@6,within0.10@9,within0.10@11,within0.10@18,within0.10@36,within0.10@50,within0.10@72,within0.10@100,within0.10@150,within0.10@250,within0.10@500,within0.10@1000,within0.20@1,within0.20@6,within0.20@9,within0.20@11,within0.20@18,within0.20@36,within0.20@50,within0.20@72,within0.20@100,within0.20@150,within0.20@250,within0.20@500,within0.20@1000,within0.25@1,within0.25@6,within0.25@9,within0.25@11,within0.25@18,within0.25@36,within0.25@50,within0.25@72,within0.25@100,within0.25@150,within0.25@250,within0.25@500,within0.25@1000,cltRatioR80C80,cltRatioTau20C80,cltHorizonR80C80,cltHorizonTau20C80,rarityShare__black_white_rare,rarityCopies__black_white_rare,rarityShare__master_ball_pattern,rarityCopies__master_ball_pattern,rarityShare__poke_ball_pattern,rarityCopies__poke_ball_pattern,rarityShare__hyper_rare,rarityCopies__hyper_rare,rarityShare__shiny_rare,rarityCopies__shiny_rare,rarityShare__shiny_ultra_rare,rarityCopies__shiny_ultra_rare,rarityShare__ace_spec_rare,rarityCopies__ace_spec_rare
perfectOrder,774a1fcb-ed7d-4b99-94d2-49f5dbc06f9c,5.45,2.9143974900000003,1.39,6.369999999999999,42.44,8.378918250775676,2.8750087383501266,1.5243974900000004,0.27970596146788995,0.47694249146501966,0.5230575085349803,0.5457974804297249,0.8605129375685715,0.251193515130292,0.4340687343921642,0.5270821517211779,73.207775,0.09174722128478804,0.27184884907950696,0.38408048741792655,0.02314163430348238,43.21215981921894,203,250,250,resolved,333,500,resolved,24,0.033019999999999994,reconciled,1.529183519654685,0.006273166259143243,0.0,0.0015698587127159617,True,36.846,0.255046,0.534752,0.25119352,0.40447,0.076123,1.168807,0.05771759333121949,0.1476873501004285,4.325,0.24987217512321117,0.012283,0.1500959500206523,1.876212,0.1621627494608782,0.110957,,,0.025508421639491203,0.000548,0.10853205545408003,4.0,0.08620297020655794,3.0,0.05471465390258628,0.19913,0.051284349685608334,0.718664,0.1116266745069347,0.082206,2.424727085781342e-13,0.0,0.082334,0.371675,0.200342,0.094684,0.0,0.11064,0.01235,0.206958,0.092582,0.082859,0.046551,0.027552,0.010852,0.45502,0.76232,0.8434,0.87868,0.9497,0.9928,0.99818,0.9999,1.0,1.0,1.0,1.0,1.0,0.22908,0.43276,0.46216,0.49062,0.56496,0.69578,0.75906,0.82884,0.88628,0.94286,0.982856,0.999092,1.0,0.21794,0.36812,0.39838,0.42644,0.49244,0.61066,0.6679,0.74312,0.80834,0.87794,0.943392,0.990812,0.99974,0.20712,0.3144,0.35066,0.3754,0.43962,0.53562,0.59216,0.66372,0.72556,0.79408,0.875552,0.959352,0.99494,0.18058,0.24976,0.2834,0.30292,0.35576,0.42546,0.4768,0.51826,0.55368,0.60884,0.677176,0.7716,0.86958,0.1614,0.21294,0.24014,0.26292,0.28618,0.35672,0.37554,0.38998,0.41554,0.43608,0.45406,0.46744,0.47972,0.04392,0.06472,0.06736,0.07812,0.11812,0.13272,0.19036,0.21768,0.24336,0.31628,0.411508,0.562224,0.73372,0.09224,0.14976,0.15958,0.1845,0.22702,0.3059,0.3674,0.42476,0.50634,0.60972,0.737632,0.887976,0.97436,0.11002,0.21144,0.22132,0.25238,0.28816,0.40698,0.4638,0.53392,0.6267,0.73304,0.847916,0.953036,0.99324,1.7006802721088434,0.9794117647058823,147.0,340.0,,,,,,,,,,,,,,
phantasmalFlames,a1c0ed85-ff61-4dfb-9969-3cc315f561fd,11.69,4.5541453700000005,1.54,7.47,22.89,34.69874370003917,7.619155929587545,3.0141453700000005,0.25783963815226696,0.3381534568800995,0.6618465431199005,0.26059837174997763,0.93704746214008,0.45878178016965676,0.5875820033386417,0.6540778143847437,208.93589200000002,0.3741596805913393,0.5149475231439978,0.5793413937741334,0.1476397118917368,6.773245403874083,214,1167,1500,resolved,2438,3375,resolved,73,0.09086,reconciled,1.0991718922576559,0.011922265450213082,0.0,1.1889938684071288e-16,True,20.7631,0.131737,0.389576,0.45878178,0.212975,0.03552,0.639008,0.28655828470401185,0.5222144269804572,40.362,0.4093964154685598,0.012488,0.09802637898627016,1.874961,0.14215318295837528,0.111776,,,0.049583781731601995,0.000775,0.09704708437977404,4.0,0.07078658975699083,3.0,0.051609435120014195,0.199679,0.02587832632140823,0.718371,0.05551880527700555,0.08195,-1.3740120152760937e-12,0.0,0.082259,0.372611,0.200073,0.094886,0.0,0.112122,0.012627,0.109719,0.052631,0.035366,0.035366,0.008295,0.003364,0.2161,0.44764,0.48852,0.51804,0.60504,0.7342,0.78892,0.8471,0.89608,0.94572,0.98352,0.99878,1.0,0.16822,0.23478,0.27572,0.29162,0.27278,0.2659,0.2747,0.2956,0.3357,0.41596,0.56776,0.77576,0.9188,0.16024,0.21726,0.25102,0.24684,0.214,0.20624,0.21578,0.24788,0.29938,0.39638,0.55902,0.7404,0.84409,0.14198,0.20526,0.21942,0.20416,0.17142,0.16654,0.18366,0.22516,0.28634,0.39114,0.54122,0.72736,0.7792,0.11908,0.17446,0.15516,0.13524,0.11576,0.12768,0.15702,0.21224,0.28072,0.38798,0.48492,0.53622,0.62021,0.11354,0.14978,0.10562,0.09264,0.08346,0.11474,0.15134,0.21056,0.2804,0.35532,0.47558,0.42668,0.47239,0.00748,0.06488,0.0811,0.06538,0.04726,0.01616,0.00664,0.00182,0.00252,0.06308,0.03054,0.16626,0.31273,0.04648,0.1222,0.16294,0.14876,0.11058,0.0559,0.03344,0.01474,0.02966,0.07196,0.27126,0.48678,0.58563,0.0765,0.1444,0.20006,0.19684,0.1547,0.09574,0.06558,0.03746,0.05722,0.07752,0.34928,0.53614,0.69606,1.1352140077821011,1.0226510067114094,1028.0,2384.0,,,,,,,,,,,,,,
pitchBlack,c6cd123b-c1cb-4d05-91a7-3aabf68501c6,5.97,3.79974642,1.67,9.930000000000001,38.33,13.00100877267211,3.421546423266874,2.12974642,0.3567414438860972,0.43950301294053196,0.560496987059468,0.4914418082256869,0.91755153076718,0.2876578563892693,0.44878463231764815,0.5453535238806804,109.30269100000001,0.12590782287301275,0.28292745358503285,0.39208387010747964,0.027803884482896512,35.966197479174085,194,250,250,resolved,500,500,resolved,22,0.03585999999999999,reconciled,-0.004367155468755425,-2.1151411467097795e-05,-0.005988023952095681,0.0,True,42.0739,0.279732,0.636473,0.28765786,0.457967,0.092577,1.663317,0.06841621625198259,0.19817663981279585,5.445,0.27209896548831186,0.012515,0.11930882745608379,1.875475,0.13233597309362424,0.111069,,,0.04235773186147896,0.000941,0.12573161395331192,4.0,0.10871654166852997,3.0,0.0345862053605449,0.200435,0.03502736637881825,0.717454,0.1298367747392962,0.082111,5.81756864903582e-13,0.0,0.082348,0.371817,0.199887,0.095032,0.0,0.110948,0.012684,0.189527,0.129931,0.097568,0.064986,0.032654,0.013569,0.34816,0.70866,0.79716,0.83656,0.91742,0.98368,0.9947,0.99916,0.99996,1.0,1.0,1.0,1.0,0.20774,0.41544,0.46402,0.48908,0.54302,0.64748,0.70472,0.77426,0.83116,0.89666,0.960996,0.995332,0.999932,0.20016,0.37832,0.40762,0.41942,0.46212,0.55274,0.60682,0.67146,0.73272,0.8071,0.898432,0.973192,0.997772,0.19412,0.33214,0.35254,0.36194,0.39492,0.47628,0.524,0.5835,0.64078,0.71122,0.81248,0.921816,0.98222,0.1792,0.2615,0.268,0.27046,0.29992,0.36784,0.40226,0.4489,0.48842,0.54756,0.63128,0.72216,0.81978,0.16168,0.20574,0.20778,0.2128,0.24224,0.29596,0.32114,0.35054,0.38312,0.42574,0.445972,0.461688,0.473404,0.03628,0.0954,0.09944,0.0934,0.09488,0.12354,0.14056,0.16644,0.17424,0.23218,0.345428,0.481328,0.644044,0.06898,0.19674,0.20742,0.20726,0.21622,0.26726,0.30846,0.34196,0.38792,0.49816,0.639612,0.817584,0.939448,0.07886,0.25478,0.2703,0.27326,0.29524,0.36002,0.4087,0.44642,0.5125,0.63438,0.768824,0.90848,0.979476,1.2019230769230769,1.0395010395010396,208.0,481.0,,,,,,,,,,,,,,
prismaticEvolutions,25bf50bf-bd10-40b0-bf34-df74cba05dc3,15.1,8.532834580000001,1.78,10.08,90.83040000000037,99.78117467823556,11.693789882217024,6.752834580000001,0.44720758807947025,0.20860594252842057,0.7913940574715794,0.20302931695610538,0.959610345512865,0.6413311108628101,0.7605273358059169,0.8000426102248428,547.2372280000001,0.22527458268592143,0.45415808595316226,0.6090916648101088,0.0707429076326399,14.135692657600242,448,2812,3375,resolved,5906,7593,resolved,36,0.04980000000000001,reconciled,0.112833788411297,0.0018652031573781268,0.0,0.001984126984126942,True,24.1442,0.117881,0.565088,0.64133111,0.204727,0.032292,0.66755,0.08616303698879507,0.245441379861217,57.86,0.6908880893832353,0.031011,0.04083982488269799,1.518273,,,,,,,0.049053946385067174,3.998494,0.04833978628470917,2.998494,0.0472312285233314,0.165555,0.02488940316485886,0.75822,0.0056915975042868255,0.074311,7.087663789206999e-13,0.005434,0.074228,0.322766,0.165846,0.103938,0.075254,0.0,0.024276,0.096207,0.053186,0.035936,0.030966,0.020793,0.010712,0.1162,0.19882,0.24214,0.26854,0.30528,0.39392,0.44966,0.52438,0.60064,0.68988,0.78484,0.90194,0.975,0.08364,0.15716,0.16596,0.17604,0.21206,0.29502,0.34892,0.3929,0.4152,0.45432,0.51392,0.63734,0.76632,0.07796,0.14898,0.15344,0.16506,0.1996,0.28452,0.32652,0.36364,0.37134,0.40808,0.46342,0.58056,0.69994,0.07268,0.13682,0.14332,0.15668,0.1888,0.27596,0.30564,0.3315,0.33796,0.36878,0.42094,0.53092,0.63926,0.06082,0.11548,0.12994,0.14112,0.17588,0.25078,0.2741,0.2697,0.28696,0.30712,0.36152,0.4424,0.53428,0.0566,0.1029,0.12018,0.12744,0.16062,0.22416,0.23728,0.22986,0.24004,0.26298,0.3238,0.3698,0.43742,0.00704,0.02102,0.0211,0.02192,0.02246,0.04418,0.07772,0.06582,0.08018,0.0747,0.07586,0.12296,0.19198,0.02342,0.0483,0.042,0.0428,0.0399,0.08754,0.13876,0.15652,0.15438,0.1569,0.17256,0.24634,0.38158,0.03356,0.0631,0.05452,0.05282,0.05182,0.10768,0.1686,0.20082,0.19628,0.203,0.23206,0.30916,0.47868,1.1610239471511148,1.0518254674977738,2422.0,5615.0,,,0.054895600706699556,0.050361,0.021829578231435515,0.324377,0.012215312393879504,0.005655,,,,,0.0041256325397987905,0.075249
scarletAndViolet151,6d902b21-a0da-4d63-8a2f-064880697869,28.92,12.821582720000002,3.7300000000000004,68.00999999999999,122.5701000000001,33.63084248421079,2.622986819852673,9.091582720000002,0.3143700802213002,0.2909157224545832,0.7090842775454168,0.811004011356692,0.8924499209642981,0.2011417534262104,0.4837994205133515,0.6581792204823838,257.895563,0.13300081798044702,0.30684704891127723,0.46298561663036375,0.03449430601347062,28.990291893667397,361,150,150,resolved,292,500,resolved,13,0.028399999999999995,reconciled,-0.3098665009879326,-0.0011455177040737606,0.0026809651474530255,-0.00014703720041157046,True,36.9376,0.128976,0.443347,0.20114175,0.357749,0.095863,2.35166,0.06017558405510056,0.1735806261215275,3.521,0.2983972286064767,0.03172,0.1293121532820336,1.864786,0.32690277335725604,0.084354,,,,,0.05061973113406374,4.0,0.042079057771727935,3.0,0.04214304441189165,0.122697,0.03323233482992266,0.817649,0.057795584693571635,0.059165,8.540723683836404e-12,0.019455,0.059386,0.297161,0.122594,0.110378,0.0,0.08436,0.031537,0.187862,0.133786,0.102708,0.088675,0.059346,0.004549,0.245,0.57022,0.66252,0.70704,0.8155,0.92872,0.96278,0.98546,0.99538,0.999488,0.99998,1.0,1.0,0.19656,0.45054,0.52954,0.56604,0.63798,0.73804,0.78862,0.84568,0.89288,0.9412,0.98165,0.99867,1.0,0.18662,0.4329,0.50364,0.53112,0.59054,0.67852,0.72506,0.78116,0.83454,0.891664,0.9511,0.99212,0.99974,0.17392,0.41464,0.4775,0.49888,0.54504,0.61918,0.65962,0.70962,0.76362,0.823468,0.89722,0.96834,0.99622,0.1617,0.38074,0.42124,0.4387,0.45786,0.50332,0.53328,0.56764,0.60522,0.64946,0.70989,0.80138,0.89084,0.15576,0.35126,0.37412,0.37196,0.37918,0.40146,0.42058,0.43666,0.44992,0.460296,0.47188,0.47824,0.48556,0.00876,0.0626,0.09952,0.12312,0.14494,0.18126,0.20308,0.24218,0.2901,0.355692,0.45337,0.60933,0.77278,0.02494,0.1296,0.2032,0.23014,0.28784,0.35816,0.40478,0.47518,0.55514,0.653176,0.77866,0.91583,0.98362,0.04264,0.15978,0.2491,0.2827,0.35612,0.44354,0.50118,0.58438,0.668,0.76522,0.87522,0.96811,0.99662,1.2295081967213115,1.0318021201413428,122.0,283.0,,,,,,,0.019518091913056052,0.019629,,,,,,
scarletAndVioletBase,b0caac26-e38e-4201-96b7-44ddc8126bd9,9.18,4.03064178,1.74,16.62,44.11,7.835805388466359,1.9440589901458223,2.2906417799999996,0.24952524836601303,0.43169303921620145,0.5683069607837985,0.8769903027600571,0.9212058276671455,0.14628109918515259,0.4070839805565653,0.5433441544884695,58.960671,0.05674355202625301,0.2038937772099176,0.3074123624940361,0.01397065684773546,71.57859583116829,446,150,72,resolved,250,250,resolved,15,0.020019999999999996,reconciled,0.8722195050453061,0.0024054978162807547,0.0,0.00120336943441634,True,36.2552,0.189542,0.439068,0.1462811,0.378627,0.083644,1.810458,0.03557952087752019,0.09200914705451939,3.504,0.14432009882060592,0.031188,0.11600421360202097,1.873037,0.35795470020658365,0.07718,,,,,0.1404492363496797,4.0,0.10196378205559295,3.0,0.027839616151659745,0.140862,0.03621446855524211,0.796027,0.050801038935301794,0.063111,-7.744915819785092e-13,0.018355,0.062975,0.309185,0.140183,0.112737,0.0,0.076873,0.031407,0.150352,0.128022,0.088482,0.072575,0.038384,0.006393,0.31126,0.67466,0.7795,0.83046,0.92204,0.9866,0.99654,0.99948,0.99996,1.0,1.0,1.0,1.0,0.2031,0.48004,0.55214,0.59658,0.69128,0.81912,0.87472,0.92456,0.9588,0.984912,0.998008,0.999984,1.0,0.1902,0.44394,0.51506,0.55208,0.6363,0.75566,0.81454,0.8717,0.91554,0.957252,0.988832,0.999512,1.0,0.17456,0.41088,0.4806,0.50672,0.58262,0.6921,0.74624,0.80346,0.85122,0.9063,0.960144,0.994144,0.99988,0.15598,0.36502,0.4106,0.43766,0.4877,0.5607,0.59552,0.63534,0.66972,0.718048,0.787668,0.87864,0.95274,0.14994,0.32676,0.36292,0.3697,0.40702,0.43522,0.4488,0.45782,0.46462,0.468828,0.478556,0.484656,0.48672,0.01288,0.08358,0.10172,0.12306,0.15512,0.23192,0.27634,0.33362,0.38974,0.467936,0.585836,0.752728,0.89722,0.0336,0.15622,0.21788,0.23454,0.30882,0.45126,0.53218,0.62048,0.70182,0.795744,0.9,0.978388,0.99876,0.05194,0.19938,0.26732,0.29752,0.3889,0.55226,0.6397,0.73354,0.8092,0.888992,0.959932,0.995228,0.99992,2.2388059701492535,1.6025641025641026,67.0,156.0,,,,,,,0.024452845323313068,0.018595,,,,,,
shroudedFable,e6940d26-49f9-4b46-9625-2c97d5395035,14.79,5.97231984,2.01,31.509999999999998,59.570100000000096,11.38306661080143,1.9059706974436637,3.96231984,0.2679053306288033,0.33655263848025924,0.6634473615197407,1.0442668857547073,0.9178541065288531,0.11693555916456076,0.4040934552493759,0.5977616932183591,69.83765600000001,0.07028419234882523,0.2530455197066,0.3900084117876336,0.022865671243899724,43.73368222316183,168,150,72,resolved,250,150,resolved,16,0.028980000000000006,reconciled,1.2644791490906566,0.003414033498915736,0.0,0.008568708346556748,True,36.101,0.135903,0.403808,0.11693556,0.36019,0.101451,2.130494,0.04317617936220363,0.09828611768262939,3.836,0.07539769671813613,0.014909,0.0903590906810648,1.83777,0.46009189119412247,0.083225,,,,,0.10320648701227049,4.0,0.08491222566540217,3.0,0.05744940311174704,0.166348,0.021005150989830138,0.763886,0.0653455374888229,0.069766,-7.220890552162018e-13,0.006958,0.070217,0.358733,0.165231,0.092055,0.05727,0.083578,0.01488,0.175102,0.124655,0.111784,0.09417,0.047798,0.005665,0.24858,0.62662,0.726,0.77312,0.87834,0.96844,0.98748,0.997,0.99938,0.999968,1.0,1.0,1.0,0.2263,0.49896,0.58652,0.6306,0.70928,0.82256,0.87184,0.9196,0.95474,0.98252,0.997232,0.99996,1.0,0.22212,0.47808,0.5578,0.59588,0.66458,0.7677,0.81744,0.86998,0.9146,0.956416,0.987416,0.999288,1.0,0.21182,0.45636,0.53256,0.55788,0.621,0.7083,0.75654,0.80822,0.85656,0.907368,0.959748,0.99398,0.99988,0.17832,0.41772,0.4705,0.48038,0.53218,0.5826,0.61546,0.64878,0.68326,0.728824,0.793156,0.883124,0.95626,0.1647,0.38388,0.40468,0.42008,0.44546,0.45696,0.46494,0.47132,0.4768,0.479336,0.484472,0.489312,0.49416,0.01606,0.0678,0.1151,0.11136,0.16736,0.24012,0.2857,0.3399,0.39898,0.478804,0.593236,0.761256,0.9044,0.05818,0.14912,0.21698,0.24334,0.32792,0.46174,0.53882,0.62584,0.7102,0.803464,0.905172,0.98178,0.99906,0.07724,0.19278,0.26146,0.30888,0.40392,0.56172,0.6443,0.73524,0.81444,0.895132,0.962948,0.996584,0.99996,2.3076923076923075,1.6666666666666667,65.0,150.0,,,,,,,0.035592261582565954,0.006868,,,,,0.006640255556037848,0.057228
stellarCrown,ad120bac-9242-43cf-a0eb-c379c6b684bd,10.58,4.47968157,1.7800000000000002,11.459999999999999,102.83,12.580539670638233,2.8083557891455735,2.69968157,0.2551683903591683,0.397349671441044,0.602650328558956,0.6437756186964213,0.9121219304891584,0.25097097470702584,0.4712413320038727,0.5690005082213913,112.42700499999998,0.15374444640766075,0.37974661112348274,0.4631209800544975,0.048435091835464475,20.646187755708844,300,250,250,resolved,333,500,resolved,23,0.08376,reconciled,0.7731092811273058,0.003079477812080182,0.0,-0.0034904013961604844,True,30.6413,0.168242,0.42341,0.25097097,0.32035,0.056103,1.083176,0.12751494814551137,0.2577489865277799,4.82,0.0795851299761218,0.011148,0.12233661733210088,1.855894,0.4169528661387844,0.076908,,,,,0.158209613546314,4.0,0.08174163816740303,3.0,0.04257573379262658,0.165637,0.03227182507081979,0.768821,0.047453160828150966,0.065542,-1.4015455462867976e-12,0.007188,0.065311,0.341107,0.165596,0.083538,0.048874,0.077073,0.011039,0.19938,0.086066,0.06913,0.043137,0.017465,0.013783,0.32214,0.663,0.74588,0.78656,0.878,0.9655,0.9856,0.99598,0.99932,1.0,1.0,1.0,1.0,0.21984,0.4007,0.4466,0.46848,0.5271,0.64144,0.7069,0.78236,0.84904,0.91836,0.973288,0.997592,0.99996,0.20932,0.35822,0.39286,0.4114,0.45906,0.57008,0.63538,0.71846,0.79234,0.86752,0.936008,0.987308,0.99926,0.20316,0.3201,0.3495,0.36036,0.40526,0.51366,0.58256,0.66846,0.73778,0.7998,0.876348,0.95648,0.99336,0.19694,0.25976,0.2748,0.28438,0.33128,0.43936,0.51368,0.57794,0.59164,0.63324,0.692604,0.780888,0.87398,0.16244,0.21666,0.22286,0.23556,0.28398,0.39908,0.45774,0.44374,0.44316,0.45978,0.468096,0.477176,0.48218,0.06204,0.0805,0.08424,0.0768,0.077,0.07054,0.14814,0.2546,0.2634,0.32782,0.422184,0.573608,0.7438,0.07896,0.17064,0.17844,0.17326,0.16812,0.19006,0.32098,0.42066,0.51966,0.61654,0.741136,0.892848,0.97558,0.0895,0.2188,0.22858,0.23356,0.2284,0.2809,0.41262,0.50196,0.6141,0.72668,0.846168,0.955756,0.99452,1.7857142857142858,1.0277777777777777,140.0,324.0,,,,,,,0.014523487659417406,0.007397,,,,,0.004349927488261106,0.048653
surgingSparks,c5c81ccc-460f-43e7-b0bb-cc19d880e4ae,7.78,3.5596749899999995,1.6300000000000001,10.2,34.3701000000001,12.433584935394478,3.4928989220430147,1.9296749899999994,0.24803020437017986,0.45790697313071277,0.5420930268692872,0.4655958036302529,0.9039946037517115,0.2553832562112644,0.4337912714890861,0.542734093822425,90.908139,0.08618883500395576,0.23151211742678776,0.3181698889611806,0.01705117224553077,58.64699421250096,417,250,250,resolved,500,500,resolved,17,0.0344,reconciled,1.092681122090002,0.0054685020555768,0.0,0.0,True,32.5125,0.209512,0.457542,0.25538326,0.344135,0.070993,1.311054,0.044920721889119594,0.14072377214961915,4.633,0.22043370032500909,0.011409,0.1415133098990179,1.857576,0.19815857683123964,0.076847,,,,,0.11768975290635919,4.0,0.10126819752158643,3.0,0.06014198785043644,0.166079,0.040597793451912244,0.768106,0.06831040212466412,0.065815,-3.859135233597044e-13,0.005345,0.065676,0.33937,0.165022,0.082507,0.048696,0.076901,0.011486,0.158023,0.104818,0.082867,0.061228,0.019014,0.004012,0.37152,0.69926,0.7972,0.84232,0.92602,0.98728,0.99628,0.99956,0.99998,1.0,1.0,1.0,1.0,0.18418,0.446,0.50578,0.52546,0.588,0.70128,0.7596,0.8227,0.87462,0.93024,0.976328,0.99796,0.999976,0.1743,0.40512,0.43988,0.45748,0.51004,0.61244,0.66434,0.7242,0.77622,0.8414,0.917436,0.98092,0.998692,0.16876,0.37178,0.38478,0.39594,0.44462,0.52876,0.56884,0.61596,0.66418,0.72874,0.821352,0.926832,0.984496,0.16292,0.28788,0.29602,0.30826,0.34826,0.38586,0.40542,0.43742,0.47526,0.52792,0.60346,0.709832,0.813548,0.15212,0.23054,0.23894,0.25212,0.27934,0.28124,0.29622,0.3232,0.3537,0.38488,0.424324,0.448584,0.462724,0.02886,0.10302,0.09298,0.09564,0.12852,0.1707,0.17562,0.18226,0.19898,0.24356,0.320296,0.471156,0.634856,0.04224,0.21276,0.2075,0.21076,0.27504,0.35384,0.3767,0.40738,0.44802,0.5165,0.648256,0.81762,0.936948,0.05022,0.25568,0.27394,0.2855,0.3603,0.45124,0.48632,0.53442,0.58548,0.65916,0.785152,0.910964,0.977024,1.152073732718894,0.998003992015968,217.0,501.0,,,,,,,0.03392841771771236,0.005452,,,,,0.017957861372062626,0.048716
temporalForces,2116e5f9-e556-4c1f-88cc-ad226f751e85,11.37,5.50882873,1.9399999999999997,25.369999999999997,63.11,11.172088858016954,2.0280334360688963,3.568828730000001,0.31388115479331585,0.35216197400277494,0.6478380259972251,0.9583244750436406,0.9173883340673782,0.14276912362820907,0.42822527176298686,0.5824271705030845,78.649065,0.062205457600590514,0.21030115386599285,0.3384473337967904,0.01693073919071397,59.064166586918525,358,150,100,resolved,250,250,resolved,16,0.027999999999999997,reconciled,-1.3080014435972118,-0.0037412598957311752,1.1445598192011924e-16,-0.0035474970437524584,True,39.525,0.170624,0.484506,0.14276912,0.419528,0.101841,2.23131,0.03567477776747742,0.09749899564205215,3.526,0.08486548646067496,0.011446,0.09600668416492042,1.855668,0.3666439145222698,0.077034,,,,,0.14437711153890434,4.0,0.0912890915016487,3.0,0.03464163424811685,0.165323,0.03278049996673147,0.769086,0.07549302953186089,0.065591,3.872457909892546e-13,0.007035,0.065272,0.341808,0.166359,0.083848,0.048351,0.076999,0.011541,0.206353,0.124851,0.107155,0.087572,0.054242,0.012752,0.30084,0.64338,0.7377,0.78322,0.88026,0.9678,0.98788,0.99752,0.99962,0.999992,1.0,1.0,1.0,0.2249,0.47864,0.5506,0.58794,0.6818,0.80056,0.85444,0.90708,0.9464,0.97912,0.996144,0.999912,1.0,0.21696,0.44866,0.51586,0.55094,0.63304,0.74422,0.79644,0.85344,0.90078,0.94798,0.98388,0.99888,1.0,0.2104,0.4218,0.48598,0.51502,0.58732,0.6837,0.7322,0.7859,0.83802,0.894276,0.950736,0.991396,0.99968,0.20102,0.37462,0.42834,0.44616,0.4991,0.56038,0.5908,0.62558,0.66346,0.711132,0.7761,0.865868,0.94596,0.18172,0.3405,0.3755,0.38988,0.41966,0.4431,0.45046,0.4597,0.46654,0.472796,0.478272,0.484892,0.48798,0.05114,0.06918,0.09868,0.10772,0.15254,0.22288,0.26422,0.31576,0.3716,0.452068,0.564348,0.730104,0.88288,0.07282,0.1464,0.19322,0.2224,0.30496,0.43308,0.50678,0.59326,0.6761,0.776704,0.88328,0.972948,0.99822,0.08156,0.18958,0.24262,0.2768,0.37714,0.53084,0.61206,0.70696,0.78412,0.87342,0.95032,0.9937,0.99992,2.0547945205479454,1.4792899408284024,73.0,169.0,,,,,,,0.014672329448149836,0.007236,,,,,0.05923021861672269,0.048616
