benchmark_row_id,partition,canonical_card_id,card_variant_id,target_card_name,target_set_name,target_card_number,target_treatment,listing_item_id,listing_title,category_id,condition,condition_id,localized_aspects_json,buying_options_json,seller_id,image_url,item_url,observed_at
D3-9EF6948F499122F4,COVERAGE_BLIND,301185dd-2bde-4699-80bd-8b2a3cfd8f7f,af28bc66-9c8b-4dbb-bf83-fa6215bd26f0,Pikachu ex,Ascended Heroes,276,special_illustration_rare,v1|158247420101|0,Pikachu ex 276/217 Me: Ascended Heroes SIR Holo PSA 9 English,,Graded,2750,[],"[""FIXED_PRICE"",""BEST_OFFER""]",itach2120,https://i.ebayimg.com/images/g/LmoAAeSwtwVqlzKI/s-l225.jpg,https://www.ebay.com/itm/158247420101?_skw=Pikachu+ex+276+Ascended+Heroes+Pokemon+card&hash=item24d84800c5:g:LmoAAeSwtwVqlzKI,2026-09-12T23:42:48.395762+00:00
D3-FF206160F1E3B19F,COVERAGE_BLIND,301185dd-2bde-4699-80bd-8b2a3cfd8f7f,af28bc66-9c8b-4dbb-bf83-fa6215bd26f0,Pikachu ex,Ascended Heroes,276,special_illustration_rare,v1|407000891833|0,Pokemon TCG - Ascended Heroes Pikachu ex Special Illustration Rare 276/217 ,,Ungraded,4000,[],"[""FIXED_PRICE""]",nguy009crownpulls,https://i.ebayimg.com/images/g/vtUAAeSwlv5qL03B/s-l225.jpg,https://www.ebay.com/itm/407000891833?_skw=Pikachu+ex+276+Ascended+Heroes+Pokemon+card&hash=item5ec324c1b9:g:vtUAAeSwlv5qL03B,2026-09-12T23:42:48.395762+00:00
D3-E6AB929591453BDD,COVERAGE_BLIND,301185dd-2bde-4699-80bd-8b2a3cfd8f7f,af28bc66-9c8b-4dbb-bf83-fa6215bd26f0,Pikachu ex,Ascended Heroes,276,special_illustration_rare,v1|168680782536|0,Pikachu ex Holo Special Illustration Rare ME: Ascended Heroes 276/217 NM,,Ungraded,4000,[],"[""FIXED_PRICE""]",deepscards,https://i.ebayimg.com/images/g/bWkAAeSw-M1qo~lf/s-l225.jpg,https://www.ebay.com/itm/168680782536?_skw=Pikachu+ex+276+Ascended+Heroes+Pokemon+card&hash=item2746287ac8:g:bWkAAeSw-M1qo~lf,2026-09-12T23:42:48.395762+00:00
D3-B21A2BF106798BCA,COVERAGE_BLIND,31566cbb-0eeb-499e-aa6d-b9b0bd85fc8b,fc81462a-2c3e-4b7a-a7be-ad7f88d98ace,Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,v1|398311869418|0,Mega Greninja Ex 122 Chaos Rising Secret Rare Full Art,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",ronwilli-9321,https://i.ebayimg.com/images/g/~woAAeSw9IdqiG0Y/s-l225.jpg,https://www.ebay.com/itm/398311869418?_skw=Mega+Greninja+ex+122+Chaos+Rising+Pokemon+card&hash=item5cbd3ccbea:g:~woAAeSw9IdqiG0Y&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGaWRYTKuaV3ac1mtvheIcxxab8VyAPEdLiQLdYW3nrAVMrjtWXXcJHnsDeSVHAHBoxCu47q1kWmR7MUgNBkEn67OkLjyskYLXaCcmlyP3MJslgmfqgLtddoRUcEdr0PqaWEyaizg5fks5%2FdRu%2BrGoPucWIpXhDR41bn5tEhgKPUG9r5SfHgxtIBgly75gZgzGxBklAgt4yus4DAvo5aGVBdt1k8UxO%2FLsrM%2FOMjlO%2FtrJfKfbgYfnfLUd0maeshVjSYTK0p10qKcLQub%2Bb8E%2BUsNB3OGhSl%2BwVyT3W2tDBlLTBhvDaWWBuLNDvTgll3%2BY%2FRUISPTqO3C17%2FIs9c%2FCzw,2026-09-12T23:42:48.395762+00:00
D3-1B3258B0C26176CF,COVERAGE_BLIND,31566cbb-0eeb-499e-aa6d-b9b0bd85fc8b,fc81462a-2c3e-4b7a-a7be-ad7f88d98ace,Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,v1|206511368905|0,2026 Pokemon Mega Evolution Chaos Rising Greninja ex #122/086 Hyper Rare SSP,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",gpvaultco,https://i.ebayimg.com/images/g/BZoAAeSwo8Jqi3pG/s-l225.jpg,https://www.ebay.com/itm/206511368905?_skw=Mega+Greninja+ex+122+Chaos+Rising+Pokemon+card&hash=item3015096ac9:g:BZoAAeSwo8Jqi3pG,2026-09-12T23:42:48.395762+00:00
D3-AF67BF6B24419C77,COVERAGE_BLIND,31566cbb-0eeb-499e-aa6d-b9b0bd85fc8b,fc81462a-2c3e-4b7a-a7be-ad7f88d98ace,Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,v1|407198149190|0,Mega Greninja ex 122/086 Me04: Chaos Rising Holo,,Graded,2750,[],"[""FIXED_PRICE"",""BEST_OFFER""]",rome11_45,https://i.ebayimg.com/images/g/aVsAAeSwU0Fqnix7/s-l225.jpg,https://www.ebay.com/itm/407198149190?_skw=Mega+Greninja+ex+122+Chaos+Rising+Pokemon+card&hash=item5ecee6aa46:g:aVsAAeSwU0Fqnix7,2026-09-12T23:42:48.395762+00:00
D3-284148FF18185968,COVERAGE_BLIND,31566cbb-0eeb-499e-aa6d-b9b0bd85fc8b,fc81462a-2c3e-4b7a-a7be-ad7f88d98ace,Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,v1|257725922734|0,"Mega Greninja EX 122/086 Gold Pokemon Card, Nice",,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",wilkersoncards,https://i.ebayimg.com/images/g/joMAAeSwPmRqnMBc/s-l225.jpg,https://www.ebay.com/itm/257725922734?_skw=Mega+Greninja+ex+122+Chaos+Rising+Pokemon+card&hash=item3c01a97dae:g:joMAAeSwPmRqnMBc,2026-09-12T23:42:48.395762+00:00
D3-50C91DC4A4CFCA44,COVERAGE_BLIND,31566cbb-0eeb-499e-aa6d-b9b0bd85fc8b,fc81462a-2c3e-4b7a-a7be-ad7f88d98ace,Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,v1|407191061975|0,Mega Greninja EX #122/086 NM/M Chaos Rising Pokemon Card,,Ungraded,4000,[],"[""FIXED_PRICE""]",sellit,https://i.ebayimg.com/images/g/3f0AAeSwGUtqmd56/s-l225.jpg,https://www.ebay.com/itm/407191061975?_skw=Mega+Greninja+ex+122+Chaos+Rising+Pokemon+card&hash=item5ece7a85d7:g:3f0AAeSwGUtqmd56,2026-09-12T23:42:48.395762+00:00
D3-19C61345423415B0,COVERAGE_BLIND,31566cbb-0eeb-499e-aa6d-b9b0bd85fc8b,fc81462a-2c3e-4b7a-a7be-ad7f88d98ace,Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,v1|327244049596|0,Mega Greninja ex 122/086 Me04: Chaos Rising Holo,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",oktoberfashion,https://i.ebayimg.com/images/g/Tq8AAeSw1tJqRu-j/s-l225.jpg,https://www.ebay.com/itm/327244049596?_skw=Mega+Greninja+ex+122+Chaos+Rising+Pokemon+card&hash=item4c3143ecbc:g:Tq8AAeSw1tJqRu-j,2026-09-12T23:42:48.395762+00:00
D3-824022DE3EBA1656,COVERAGE_BLIND,33dca102-b449-4da6-bfa6-7b72de711596,c2d7a5e7-cfdd-4f37-9748-a2259857c6e3,Charizard ex,Paldean Fates,234,special_illustration_rare,v1|800499306703|0,Charizard ex 234/091 - Special Illustration Rare PAF - Pokemon Holo NM,,Ungraded,4000,[],"[""FIXED_PRICE""]",northeastohiotcg,https://i.ebayimg.com/images/g/EnsAAeSwBCJqfRnO/s-l225.jpg,https://www.ebay.com/itm/800499306703?_skw=Charizard+ex+234+Paldean+Fates+Pokemon+card&hash=itemba617a10cf:g:EnsAAeSwBCJqfRnO,2026-09-12T23:42:48.395762+00:00
D3-5678913002D7CD30,COVERAGE_BLIND,33dca102-b449-4da6-bfa6-7b72de711596,c2d7a5e7-cfdd-4f37-9748-a2259857c6e3,Charizard ex,Paldean Fates,234,special_illustration_rare,v1|406951887113|0,POKEMON CHARIZARD ex 2024 PALDEAN FATES #234 SPECIAL ILLUSTRATION RARE PSA 10,,Graded,2750,[],"[""FIXED_PRICE"",""BEST_OFFER""]",shopjiigglybuff,https://i.ebayimg.com/images/g/NfgAAeSwto1qFQsf/s-l225.jpg,https://www.ebay.com/itm/406951887113?_skw=Charizard+ex+234+Paldean+Fates+Pokemon+card&hash=item5ec0390109:g:NfgAAeSwto1qFQsf,2026-09-12T23:42:48.395762+00:00
D3-81867FC25ECE446E,COVERAGE_BLIND,33dca102-b449-4da6-bfa6-7b72de711596,c2d7a5e7-cfdd-4f37-9748-a2259857c6e3,Charizard ex,Paldean Fates,234,special_illustration_rare,v1|257593374170|0,Pokémon Charizard ex #234 Paldean Fates Special Illustration Rare Holo PSA 9🔥📈,,Graded,2750,[],"[""FIXED_PRICE""]",rkrasnos,https://i.ebayimg.com/images/g/newAAeSwcVhqQdDt/s-l225.jpg,https://www.ebay.com/itm/257593374170?_skw=Charizard+ex+234+Paldean+Fates+Pokemon+card&hash=item3bf9c2f5da:g:newAAeSwcVhqQdDt,2026-09-12T23:42:48.395762+00:00
D3-1701FB770E4B78FE,COVERAGE_BLIND,33dca102-b449-4da6-bfa6-7b72de711596,c2d7a5e7-cfdd-4f37-9748-a2259857c6e3,Charizard ex,Paldean Fates,234,special_illustration_rare,v1|298456102049|0,Charizard EX 234/091 SV: Paldean Fates SIR Pokémon Card,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",surethingcards,https://i.ebayimg.com/images/g/L~EAAeSwaHRqPxpK/s-l225.jpg,https://www.ebay.com/itm/298456102049?_skw=Charizard+ex+234+Paldean+Fates+Pokemon+card&hash=item457d5eb4a1:g:L~EAAeSwaHRqPxpK,2026-09-12T23:42:48.395762+00:00
D3-EF1DF5210F8F005E,COVERAGE_BLIND,33dca102-b449-4da6-bfa6-7b72de711596,c2d7a5e7-cfdd-4f37-9748-a2259857c6e3,Charizard ex,Paldean Fates,234,special_illustration_rare,v1|377466705572|0,🔥🐉 CGC GEM MINT 10 | Charizard ex #234 SIR | Paldean Fates 2024,,Graded,2750,[],"[""FIXED_PRICE""]",mghcollectibles,https://i.ebayimg.com/images/g/CrIAAeSwguZqmN14/s-l225.jpg,https://www.ebay.com/itm/377466705572?_skw=Charizard+ex+234+Paldean+Fates+Pokemon+card&hash=item57e2c4d6a4:g:CrIAAeSwguZqmN14,2026-09-12T23:42:48.395762+00:00
D3-F17EA57C6DFB5013,COVERAGE_BLIND,33dca102-b449-4da6-bfa6-7b72de711596,c2d7a5e7-cfdd-4f37-9748-a2259857c6e3,Charizard ex,Paldean Fates,234,special_illustration_rare,v1|157949598277|0,Pokemon Company Charizard ex SV Paldean Fates 234/091 SIR Holo English 330HP,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",ry-787299,https://i.ebayimg.com/images/g/FksAAeSwvfRqGH3G/s-l225.jpg,https://www.ebay.com/itm/157949598277?_skw=Charizard+ex+234+Paldean+Fates+Pokemon+card&hash=item24c6879a45:g:FksAAeSwvfRqGH3G,2026-09-12T23:42:48.395762+00:00
D3-137B82D68C7AD082,COVERAGE_BLIND,3755e7ef-e482-4186-8377-e717f80b3759,aa88bdd2-2ebe-4f9b-b53b-ab077c63f98c,Secret Box,Twilight Masquerade,163,ace_spec,v1|158216335111|0,Pokemon Secret Box ACE SPEC Rare 163/167 Twilight Masquerade Holofoil NM,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",doubleucollectibles,https://i.ebayimg.com/images/g/4OkAAeSwFh9qi1Ts/s-l225.jpg,https://www.ebay.com/itm/158216335111?_skw=Secret+Box+163+Twilight+Masquerade+Pokemon+card&hash=item24d66daf07:g:4OkAAeSwFh9qi1Ts,2026-09-12T23:42:48.395762+00:00
D3-76A27F179FE3281F,COVERAGE_BLIND,3755e7ef-e482-4186-8377-e717f80b3759,aa88bdd2-2ebe-4f9b-b53b-ab077c63f98c,Secret Box,Twilight Masquerade,163,ace_spec,v1|298666983496|0,Secret Box - [TWM - 163/167] - DM - Holofoil - Twilight Masquerade - Pokemon,,Ungraded,4000,[],"[""FIXED_PRICE""]",go-geekoasis,https://i.ebayimg.com/images/g/oXkAAeSwpalqpVhu/s-l225.jpg,https://www.ebay.com/itm/298666983496?_skw=Secret+Box+163+Twilight+Masquerade+Pokemon+card&hash=item4589f08048:g:oXkAAeSwpalqpVhu,2026-09-12T23:42:48.395762+00:00
D3-44F3C48484A588F9,COVERAGE_BLIND,3755e7ef-e482-4186-8377-e717f80b3759,aa88bdd2-2ebe-4f9b-b53b-ab077c63f98c,Secret Box,Twilight Masquerade,163,ace_spec,v1|298553738758|0,SV06: Twilight Masquerade #163/167 Secret Box,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",nandecards2,https://i.ebayimg.com/images/g/HYMAAeSwgm9qb4Qb/s-l225.jpg,https://www.ebay.com/itm/298553738758?_skw=Secret+Box+163+Twilight+Masquerade+Pokemon+card&hash=item4583308606:g:HYMAAeSwgm9qb4Qb&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGaS1iZPQEefUU62JKv6OugYT5EGNc0cOMr4ceKiPowqwW9qQMMGJxHBo3i9TWstgVZee0aS9SmaDxEr7NWajINr699P%2FXWGDNq9KJSrHSyocaVwDzBHvlL42naM2ekpzREExcC7RDsWfeZhUKaIE2YeIhx0CBGHbTsveRC1R3vNxfpcCirHPxoAD0%2BvGUKvU3NZ7vfbEOfVVNeAVRXKvQ3WWwb7VvUv4f%2BVWctXY%2B%2BUz3ZUYWEvCkc9GKW854w33uvvA7cypBUri0rFpQgv80FdPxPpSPVgNI8YSK%2FMzl0u4%2BLzYkS3FJ%2BvXnrynx7QljB3cX0ug0OaIzyuvuP120Gz,2026-09-12T23:42:48.395762+00:00
D3-E6ADFEA1A9005726,COVERAGE_BLIND,3755e7ef-e482-4186-8377-e717f80b3759,aa88bdd2-2ebe-4f9b-b53b-ab077c63f98c,Secret Box,Twilight Masquerade,163,ace_spec,v1|318442447975|0,Secret Box Pokemon Twilight Masquerade 163/167 ACE SPEC Rare NM,,Ungraded,4000,[],"[""FIXED_PRICE""]",popoffgaming,https://i.ebayimg.com/images/g/fp8AAeSw5BlqKxv6/s-l225.jpg,https://www.ebay.com/itm/318442447975?_skw=Secret+Box+163+Twilight+Masquerade+Pokemon+card&hash=item4a24a62467:g:fp8AAeSw5BlqKxv6,2026-09-12T23:42:48.395762+00:00
D3-C364D170A9A77F31,COVERAGE_BLIND,3755e7ef-e482-4186-8377-e717f80b3759,aa88bdd2-2ebe-4f9b-b53b-ab077c63f98c,Secret Box,Twilight Masquerade,163,ace_spec,v1|237054193947|0,Secret Box 163/167 ACE SPEC Trainer Pokemon Twilight Masquerade TCG NM,,Ungraded,4000,[],"[""AUCTION""]",oluul,https://i.ebayimg.com/images/g/0S0AAeSwzf9qneku/s-l225.jpg,https://www.ebay.com/itm/237054193947?_skw=Secret+Box+163+Twilight+Masquerade+Pokemon+card&hash=item373187f11b:g:0S0AAeSwzf9qneku,2026-09-12T23:42:48.395762+00:00
D3-CE4277B59086FAEF,COVERAGE_BLIND,3755e7ef-e482-4186-8377-e717f80b3759,aa88bdd2-2ebe-4f9b-b53b-ab077c63f98c,Secret Box,Twilight Masquerade,163,ace_spec,v1|398092462575|0,Secret Box 163/167 ACE SPEC Rare Twilight Masquerade Pokemon Holo Near Mint,,Ungraded,4000,[],"[""FIXED_PRICE""]",cadespokemart,https://i.ebayimg.com/images/g/mfQAAeSwkDBqOJer/s-l225.jpg,https://www.ebay.com/itm/398092462575?_skw=Secret+Box+163+Twilight+Masquerade+Pokemon+card&hash=item5cb028e9ef:g:mfQAAeSwkDBqOJer,2026-09-12T23:42:48.395762+00:00
D3-23B13C12F31ACD5A,COVERAGE_BLIND,3b5294d0-4738-4296-952e-f32b2788e3c4,10ab9aee-5f8c-4938-aec5-aa4a4314f745,Sunflora,Twilight Masquerade,169,illustration_rare,v1|178400384797|0,Sunflora Holo Illustration Rare SV06: Twilight Masquerade 169/167 NM,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",mazanga_llc,https://i.ebayimg.com/images/g/bH8AAeSwDRtqfMVw/s-l225.jpg,https://www.ebay.com/itm/178400384797?_skw=Sunflora+169+Twilight+Masquerade+Pokemon+card&hash=item29897dd71d:g:bH8AAeSwDRtqfMVw,2026-09-12T23:42:48.395762+00:00
D3-488A192996663DC0,COVERAGE_BLIND,3b5294d0-4738-4296-952e-f32b2788e3c4,10ab9aee-5f8c-4938-aec5-aa4a4314f745,Sunflora,Twilight Masquerade,169,illustration_rare,v1|168652003940|0,Sunflora Holo Illustration Rare SV06: Twilight Masquerade 169/167 NM,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",jmbsportstradingcards,https://i.ebayimg.com/images/g/8IgAAeSw9KNqlQOu/s-l225.jpg,https://www.ebay.com/itm/168652003940?_skw=Sunflora+169+Twilight+Masquerade+Pokemon+card&hash=item2744715a64:g:8IgAAeSw9KNqlQOu,2026-09-12T23:42:48.395762+00:00
D3-34251090158DCCAA,COVERAGE_BLIND,3b5294d0-4738-4296-952e-f32b2788e3c4,10ab9aee-5f8c-4938-aec5-aa4a4314f745,Sunflora,Twilight Masquerade,169,illustration_rare,v1|227418952983|0,SV06: Twilight Masquerade #169/167 Sunflora,,Ungraded,4000,[],"[""FIXED_PRICE""]",mihobbycars,https://i.ebayimg.com/images/g/r1sAAeSwrFRqS2xE/s-l225.jpg,https://www.ebay.com/itm/227418952983?_skw=Sunflora+169+Twilight+Masquerade+Pokemon+card&hash=item34f339d517:g:r1sAAeSwrFRqS2xE,2026-09-12T23:42:48.395762+00:00
D3-C2370EEE077B81E9,COVERAGE_BLIND,3b5294d0-4738-4296-952e-f32b2788e3c4,10ab9aee-5f8c-4938-aec5-aa4a4314f745,Sunflora,Twilight Masquerade,169,illustration_rare,v1|236985793349|0,Sunflora 169/167 Pokemon SV06: Twilight Masquerade Holo Illustration Rare NM,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",thecardchef,https://i.ebayimg.com/images/g/H~gAAeSwzXdqcqyR/s-l225.jpg,https://www.ebay.com/itm/236985793349?_skw=Sunflora+169+Twilight+Masquerade+Pokemon+card&hash=item372d743b45:g:H~gAAeSwzXdqcqyR,2026-09-12T23:42:48.395762+00:00
D3-ACEF1F70D20395C4,COVERAGE_BLIND,3b5294d0-4738-4296-952e-f32b2788e3c4,10ab9aee-5f8c-4938-aec5-aa4a4314f745,Sunflora,Twilight Masquerade,169,illustration_rare,v1|317599650622|0,SUNFLORA #169 ILLUSTRATION RARE 2024 POKEMON TWM EN TWILIGHT MASQUERADE PSA 9,,Graded,2750,[],"[""FIXED_PRICE""]",pokecardenjoyer,https://i.ebayimg.com/images/g/ogwAAeSwuhZpKg3A/s-l225.jpg,https://www.ebay.com/itm/317599650622?_skw=Sunflora+169+Twilight+Masquerade+Pokemon+card&hash=item49f26a133e:g:ogwAAeSwuhZpKg3A,2026-09-12T23:42:48.395762+00:00
D3-37D115D340980BAC,COVERAGE_BLIND,3b5294d0-4738-4296-952e-f32b2788e3c4,10ab9aee-5f8c-4938-aec5-aa4a4314f745,Sunflora,Twilight Masquerade,169,illustration_rare,v1|137516966970|0,Sunflora 169/167 Sv06: Twilight Masquerade Holo,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",davaco_8318,https://i.ebayimg.com/images/g/m-0AAeSwhEBqWBNc/s-l225.jpg,https://www.ebay.com/itm/137516966970?_skw=Sunflora+169+Twilight+Masquerade+Pokemon+card&hash=item2004a6643a:g:m-0AAeSwhEBqWBNc&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGbMQ4V5U2XJ42%2BT14DdQ%2BJcv%2FWK2S6AMUGzTfPvY0%2FPT42V4l7eOEDu2rNOXCKdMToi4FSEKL6qrZ6OPRpLZCBZ6BghelTN%2BQhi9B4Ryis65%2FNUp1pI6TLkdF7onEM54KPbPn6iObzMojdBewRQjUENVHaAaAWiO0IDtShJOr%2BZ4pYli%2FzRkDj0TJsdgCUv%2FiRM0Vb0%2BB%2F06y7h5ggXGQJyn0nzptE9QR7HYfzwEWeidX8xCP7g05583GXdsTXOMCzHn5zC56e9e3ImLkcR2I8ILAybo%2FUUR7L0O6JFtngulT4%2BvbRGmmnOkdk3hyO2cbdgYoodlywzKdgXo6EPw%2FbT,2026-09-12T23:42:48.395762+00:00
D3-9C83C737D452B4A8,COVERAGE_BLIND,3baf2f12-759f-427a-b8d0-2511e639310f,886acc91-d523-4628-bb4a-6ef8db1d8543,Mega Gardevoir ex,Mega Evolution,187,mega_hyper_rare,v1|177801517107|0,Mega Gardevoir ex #187/132 ME01: Mega Evolution,,Ungraded,4000,[],"[""FIXED_PRICE""]",ruthlessraccoontcg,https://i.ebayimg.com/images/g/fxMAAeSw1cFpc5JE/s-l225.jpg,https://www.ebay.com/itm/177801517107?_skw=Mega+Gardevoir+ex+187+Mega+Evolution+Pokemon+card&hash=item2965cbd833:g:fxMAAeSw1cFpc5JE,2026-09-12T23:42:48.395762+00:00
D3-DEDA966465B781C0,COVERAGE_BLIND,3baf2f12-759f-427a-b8d0-2511e639310f,886acc91-d523-4628-bb4a-6ef8db1d8543,Mega Gardevoir ex,Mega Evolution,187,mega_hyper_rare,v1|800006846770|0,"2025 Pokemon - Mega Gardevoir ex 187/132 Me01: Mega Evolution - TAG 9, SCORE 914",,Graded,2750,[],"[""FIXED_PRICE""]",kalmfe,https://i.ebayimg.com/images/g/SgUAAeSwYudqAlVn/s-l225.jpg,https://www.ebay.com/itm/800006846770?_skw=Mega+Gardevoir+ex+187+Mega+Evolution+Pokemon+card&hash=itemba441fb932:g:SgUAAeSwYudqAlVn,2026-09-12T23:42:48.395762+00:00
D3-FEEFED8BF4B79631,COVERAGE_BLIND,3baf2f12-759f-427a-b8d0-2511e639310f,886acc91-d523-4628-bb4a-6ef8db1d8543,Mega Gardevoir ex,Mega Evolution,187,mega_hyper_rare,v1|206168837323|0,Pokemon TCG Mega Evolution - Mega Gardevoir ex 187/132 - Mega Hyper Rare,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",broole_5351,https://i.ebayimg.com/images/g/h2oAAeSwPO5pxS-N/s-l225.jpg,https://www.ebay.com/itm/206168837323?_skw=Mega+Gardevoir+ex+187+Mega+Evolution+Pokemon+card&hash=item30009ecccb:g:h2oAAeSwPO5pxS-N,2026-09-12T23:42:48.395762+00:00
D3-CDD0E2B732A6867A,COVERAGE_BLIND,3baf2f12-759f-427a-b8d0-2511e639310f,886acc91-d523-4628-bb4a-6ef8db1d8543,Mega Gardevoir ex,Mega Evolution,187,mega_hyper_rare,v1|398098943294|0,Mega Gardevoir EX 187/132 ME01 Mega Evolution Full Art Holo 360 HP EN,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",ode-4704,https://i.ebayimg.com/images/g/PdcAAeSwQJpqOtan/s-l225.jpg,https://www.ebay.com/itm/398098943294?_skw=Mega+Gardevoir+ex+187+Mega+Evolution+Pokemon+card&hash=item5cb08bcd3e:g:PdcAAeSwQJpqOtan,2026-09-12T23:42:48.395762+00:00
D3-CC2792A5372DFECD,COVERAGE_BLIND,3baf2f12-759f-427a-b8d0-2511e639310f,886acc91-d523-4628-bb4a-6ef8db1d8543,Mega Gardevoir ex,Mega Evolution,187,mega_hyper_rare,v1|287560782185|0,The Pokémon Company Mega Gardevoir EX Me01 187/132 Full Art Holo PSA 10,,Graded,2750,[],"[""FIXED_PRICE"",""BEST_OFFER""]",virgpin_87,https://i.ebayimg.com/images/g/eCkAAeSwwTlqmBuo/s-l225.jpg,https://www.ebay.com/itm/287560782185?_skw=Mega+Gardevoir+ex+187+Mega+Evolution+Pokemon+card&hash=item42f3f55169:g:eCkAAeSwwTlqmBuo,2026-09-12T23:42:48.395762+00:00
D3-FFB56699EA50817E,COVERAGE_BLIND,3baf2f12-759f-427a-b8d0-2511e639310f,886acc91-d523-4628-bb4a-6ef8db1d8543,Mega Gardevoir ex,Mega Evolution,187,mega_hyper_rare,v1|177513855257|0,Mega Gardevoir ex 187/132 Me01: Mega Evolution Holo,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",jaz-9449,https://i.ebayimg.com/images/g/NRcAAeSwY~po-ZLA/s-l225.jpg,https://www.ebay.com/itm/177513855257?_skw=Mega+Gardevoir+ex+187+Mega+Evolution+Pokemon+card&hash=item2954a67919:g:NRcAAeSwY~po-ZLA&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGbUimS1%2FaqVaxv5k77tfSi8UPo%2B6pPUu2TrRscoGgRxl0KrJdf8GU5l08Ue7nORuQzBXDoIepzsgeHjoRXO715tqKssCcGZhrfmQ7N4v%2BJCxdrRn7CjYYMkeJn1aupEqjxLxVBPX5tjUhCiIcVEZsKDf%2FvSVubqN9k8Sc%2Fp8K62rQog1E3Nx9U7cvCQrVNphJOXbDhdWyOyyOfrmatQtHtpjtKzWXgXtmY3GiL%2BWHZ3Cpj5VOdu5LbpW7D9RJB6Aog5PDzwAayMMG3HO0KpZ%2Ff5IO7y9Tp%2BGI8lBk4pJXxELt%2FmzBK0bBYRuXRO--dDFWORUgjKjJOCet0iNxwF5Q4Z,2026-09-12T23:42:48.395762+00:00
D3-B5E63C9123D12A5F,COVERAGE_BLIND,3c75f577-62ee-4bdf-865c-ab2384f4379b,ecf458ed-ed92-4f04-bf27-1912d59bdbc0,Mega Charizard Y ex,Ascended Heroes,294,mega_hyper_rare,v1|227493299405|0,Super Clean MEGA CHARIZARD Y EX 2025 POKEMON MEGA EVOLUTION 294/217 Mint,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",adawilensk-0,https://i.ebayimg.com/images/g/YDAAAeSwZPBqj8lA/s-l225.jpg,https://www.ebay.com/itm/227493299405?_skw=Mega+Charizard+Y+ex+294+Ascended+Heroes+Pokemon+card&hash=item34f7a844cd:g:YDAAAeSwZPBqj8lA,2026-09-12T23:42:48.395762+00:00
D3-9416226CE27BC662,COVERAGE_BLIND,3c75f577-62ee-4bdf-865c-ab2384f4379b,ecf458ed-ed92-4f04-bf27-1912d59bdbc0,Mega Charizard Y ex,Ascended Heroes,294,mega_hyper_rare,v1|227480425247|526658803557,Pokemon TCG Extended Art Case Mega Charizard Y Ex MHR 294/217 ME Ascended Heroes,,Ungraded,4000,[],"[""FIXED_PRICE""]",buiq22,https://i.ebayimg.com/images/g/RgoAAeSwG9Fqg8BZ/s-l225.jpg,https://www.ebay.com/itm/227480425247?_skw=Mega+Charizard+Y+ex+294+Ascended+Heroes+Pokemon+card&hash=item34f6e3d31f:g:RgoAAeSwG9Fqg8BZ,2026-09-12T23:42:48.395762+00:00
D3-D218878E6FFAFCB9,COVERAGE_BLIND,3c75f577-62ee-4bdf-865c-ab2384f4379b,ecf458ed-ed92-4f04-bf27-1912d59bdbc0,Mega Charizard Y ex,Ascended Heroes,294,mega_hyper_rare,v1|137459720468|0,Mega Charizard Y EX Gold 294/217 ME Ascended Heroes POKEMON TCG,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",ninjalou99,https://i.ebayimg.com/images/g/u-sAAeSw3chqQoiK/s-l225.jpg,https://www.ebay.com/itm/137459720468?_skw=Mega+Charizard+Y+ex+294+Ascended+Heroes+Pokemon+card&hash=item20013ce114:g:u-sAAeSw3chqQoiK,2026-09-12T23:42:48.395762+00:00
