benchmark_row_id,partition,canonical_card_id,card_variant_id,target_card_name,target_set_name,target_card_number,target_treatment,listing_item_id,listing_title,category_id,condition,condition_id,localized_aspects_json,buying_options_json,seller_id,image_url,item_url,observed_at
D3-AFC6E61DAD80ED52,COVERAGE_BLIND,6a1e2c02-b24d-4001-96f1-8bc2a24d8ccd,de749ceb-28f9-4977-b425-a83f69a3cf55,Gouging Fire ex,Temporal Forces,204,special_illustration_rare,v1|407182779643|0,Pokemon TCG Gouging Fire ex SV05 Temporal Forces 204/162 SIR Holo 230 HP ENG,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",dillin-9,https://i.ebayimg.com/images/g/XKYAAeSwpx9qYWKo/s-l225.jpg,https://www.ebay.com/itm/407182779643?_skw=Gouging+Fire+ex+204+Temporal+Forces+Pokemon+card&hash=item5ecdfc24fb:g:XKYAAeSwpx9qYWKo,2026-09-12T23:42:48.395762+00:00
D3-26AEA9285291421A,COVERAGE_BLIND,6a2b87e5-f90b-48f4-be30-a77258bee660,36134e45-4899-474f-88f0-b540ba618b49,Marill,Paldea Evolved,204,illustration_rare,v1|158160991277|0,Pokemon Marill 204/193 SV02 Paldea Evolved Illustration Rare Holo Eng 70HP,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",domkao-0,https://i.ebayimg.com/images/g/ES8AAeSw4VRqdLyI/s-l225.jpg,https://www.ebay.com/itm/158160991277?_skw=Marill+204+Paldea+Evolved+Pokemon+card&hash=item24d321342d:g:ES8AAeSw4VRqdLyI,2026-09-12T23:42:48.395762+00:00
D3-7A3C271B48A39185,COVERAGE_BLIND,6a2b87e5-f90b-48f4-be30-a77258bee660,36134e45-4899-474f-88f0-b540ba618b49,Marill,Paldea Evolved,204,illustration_rare,v1|267762914607|0,Marill - 204/193 - Pokemon Paldea Evolved Illustration Rare Card  #2,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",potato_collectible,https://i.ebayimg.com/images/g/3ZUAAeSwDFZqh1uq/s-l225.jpg,https://www.ebay.com/itm/267762914607?_skw=Marill+204+Paldea+Evolved+Pokemon+card&hash=item3e57e9d52f:g:3ZUAAeSwDFZqh1uq&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGbopFdvuJQSXZMQuRDuveCsZ0yd0z4Rx%2FhlywiveklNB1i1V%2BlWQWhbIpe01oXje7UXaaPJV3gipmdG1uv7%2BEDYBKhaqa8SV%2BrejnvlD61wVnsL6yEYsKHBrgbtGWMKW9iNvHdLZpg4XSiiV8tkKNXkrem5vLXQEl4F7fv1ESfvWBtesFRlqiPoqOXGgdzX0LjePDyeqmK4q1nXlETHW1ztQsamB%2FxQrkM67tcqJdilqz%2FcdchxZecxUQKTVbBZMb0ffRZhzrIZwC4ed7snltVn6aW0EP9XC1c7ryoFUG0%2FToJWRKwwYfxZWjF6IyKP3Wk%3D,2026-09-12T23:42:48.395762+00:00
D3-552FA9110EC7F5C0,COVERAGE_BLIND,6a2b87e5-f90b-48f4-be30-a77258bee660,36134e45-4899-474f-88f0-b540ba618b49,Marill,Paldea Evolved,204,illustration_rare,v1|187951434649|0,PSA 8 MARILL 2023 POKEMON PAL EN-PALDEA EVOLVED ILLUSTRATION RARE #204,,Graded,2750,[],"[""FIXED_PRICE"",""BEST_OFFER""]",poke_mart2023,https://i.ebayimg.com/images/g/fooAAeSw9JlpZ4wz/s-l225.jpg,https://www.ebay.com/itm/187951434649?_skw=Marill+204+Paldea+Evolved+Pokemon+card&hash=item2bc2c74b99:g:fooAAeSw9JlpZ4wz,2026-09-12T23:42:48.395762+00:00
D3-1F9602D8B7919E2D,COVERAGE_BLIND,6a2b87e5-f90b-48f4-be30-a77258bee660,36134e45-4899-474f-88f0-b540ba618b49,Marill,Paldea Evolved,204,illustration_rare,v1|168550991877|0,Marill - Illustration Rare SV02: Paldea Evolved 204/193 Holo NM,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",gem.state.gems,https://i.ebayimg.com/images/g/LpIAAeSw6QhqXs1a/s-l225.jpg,https://www.ebay.com/itm/168550991877?_skw=Marill+204+Paldea+Evolved+Pokemon+card&hash=item273e6c0805:g:LpIAAeSw6QhqXs1a,2026-09-12T23:42:48.395762+00:00
D3-2344B15DD084D8DE,COVERAGE_BLIND,6a2b87e5-f90b-48f4-be30-a77258bee660,36134e45-4899-474f-88f0-b540ba618b49,Marill,Paldea Evolved,204,illustration_rare,v1|358823297825|0,Pokémon TCG Marill Crown Zenith Full Art 204/193 Sv02 Eng 2023 SIR,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",sneakyz.cards,https://i.ebayimg.com/images/g/vmoAAeSwhQNqXs35/s-l225.jpg,https://www.ebay.com/itm/358823297825?_skw=Marill+204+Paldea+Evolved+Pokemon+card&hash=item538b890321:g:vmoAAeSwhQNqXs35,2026-09-12T23:42:48.395762+00:00
D3-0B8C9981EEA396BC,COVERAGE_BLIND,6a2b87e5-f90b-48f4-be30-a77258bee660,36134e45-4899-474f-88f0-b540ba618b49,Marill,Paldea Evolved,204,illustration_rare,v1|168664168403|0,Pokemon Marill 204/193 Paldea Evolved Illustration Rare Holo Full Art EN 2023,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",yinyangyatas,https://i.ebayimg.com/images/g/hNAAAeSwMf5ql0mY/s-l225.jpg,https://www.ebay.com/itm/168664168403?_skw=Marill+204+Paldea+Evolved+Pokemon+card&hash=item27452af7d3:g:hNAAAeSwMf5ql0mY,2026-09-12T23:42:48.395762+00:00
D3-E98A8C52C22A2731,COVERAGE_BLIND,6a980108-6683-4461-ac9a-c81a27326dee,129a7668-0ba7-4f77-8585-3847e6c3d342,Team Rocket's Mewtwo ex,Destined Rivals,231,special_illustration_rare,v1|178448614347|0,Team Rocket's Mewtwo ex - 231/182 - Destined Rivals - SIR Holo Full Art EN,,Ungraded,4000,[],"[""FIXED_PRICE""]",pohkeman,https://i.ebayimg.com/images/g/JugAAeSwpN5qkfM1/s-l225.jpg,https://www.ebay.com/itm/178448614347?_skw=Team+Rocket%27s+Mewtwo+ex+231+Destined+Rivals+Pokemon+card&hash=item298c5dc3cb:g:JugAAeSwpN5qkfM1,2026-09-12T23:42:48.395762+00:00
D3-8C430641F1158F7A,COVERAGE_BLIND,6a980108-6683-4461-ac9a-c81a27326dee,129a7668-0ba7-4f77-8585-3847e6c3d342,Team Rocket's Mewtwo ex,Destined Rivals,231,special_illustration_rare,v1|168461657220|0,Pokemon Team Rocket's Mewtwo EX #231 Destined Rivals BGS 9.5 Gem Mint - NEW SLAB,,Graded,2750,[],"[""FIXED_PRICE"",""BEST_OFFER""]",bestanonymousdeals,https://i.ebayimg.com/images/g/FEEAAeSwvkJqMDSm/s-l225.jpg,https://www.ebay.com/itm/168461657220?_skw=Team+Rocket%27s+Mewtwo+ex+231+Destined+Rivals+Pokemon+card&hash=item273918e484:g:FEEAAeSwvkJqMDSm,2026-09-12T23:42:48.395762+00:00
D3-7D3FE4E19826BDC7,COVERAGE_BLIND,6a980108-6683-4461-ac9a-c81a27326dee,129a7668-0ba7-4f77-8585-3847e6c3d342,Team Rocket's Mewtwo ex,Destined Rivals,231,special_illustration_rare,v1|297668845838|0,Team Rocket's Mewtwo Ex #231 Pokemon Destined Rivals.  Very Clean Card.,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",clear_water_cards,https://i.ebayimg.com/images/g/QKkAAeSwUAlo5oy7/s-l225.jpg,https://www.ebay.com/itm/297668845838?_skw=Team+Rocket%27s+Mewtwo+ex+231+Destined+Rivals+Pokemon+card&hash=item454e72210e:g:QKkAAeSwUAlo5oy7,2026-09-12T23:42:48.395762+00:00
D3-8DEC5192874B53CF,COVERAGE_BLIND,6a980108-6683-4461-ac9a-c81a27326dee,129a7668-0ba7-4f77-8585-3847e6c3d342,Team Rocket's Mewtwo ex,Destined Rivals,231,special_illustration_rare,v1|287565391770|0,Pokemon Team Rocket's Mewtwo EX Destined Rivals 231/182 SIR CGC 8.5,,Graded,2750,[],"[""AUCTION""]",zandgemporium,https://i.ebayimg.com/images/g/AIUAAeSwN0tqmukr/s-l225.jpg,https://www.ebay.com/itm/287565391770?_skw=Team+Rocket%27s+Mewtwo+ex+231+Destined+Rivals+Pokemon+card&hash=item42f43ba79a:g:AIUAAeSwN0tqmukr,2026-09-12T23:42:48.395762+00:00
D3-5390B0481AB46480,COVERAGE_BLIND,6a980108-6683-4461-ac9a-c81a27326dee,129a7668-0ba7-4f77-8585-3847e6c3d342,Team Rocket's Mewtwo ex,Destined Rivals,231,special_illustration_rare,v1|398363753974|0,Team Rocket's Mewtwo ex Sv10 231/182 PSA 9 SIR Holo   EN,,Graded,2750,[],"[""AUCTION""]",tmshoptrades,https://i.ebayimg.com/images/g/4XUAAeSwq2JqnKjO/s-l225.jpg,https://www.ebay.com/itm/398363753974?_skw=Team+Rocket%27s+Mewtwo+ex+231+Destined+Rivals+Pokemon+card&hash=item5cc0547df6:g:4XUAAeSwq2JqnKjO,2026-09-12T23:42:48.395762+00:00
D3-5137A12D833BBA21,COVERAGE_BLIND,6a980108-6683-4461-ac9a-c81a27326dee,129a7668-0ba7-4f77-8585-3847e6c3d342,Team Rocket's Mewtwo ex,Destined Rivals,231,special_illustration_rare,v1|188499916074|0,Team Rocket's Mewtwo ex 231/182 SIR Destined Rivals Pokemon Card NM/M,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",antiochcollectibles,https://i.ebayimg.com/images/g/cY8AAeSwuYdqJ4yt/s-l225.jpg,https://www.ebay.com/itm/188499916074?_skw=Team+Rocket%27s+Mewtwo+ex+231+Destined+Rivals+Pokemon+card&hash=item2be378752a:g:cY8AAeSwuYdqJ4yt,2026-09-12T23:42:48.395762+00:00
D3-2F086063BE121493,COVERAGE_BLIND,740ad74c-8c0c-411f-9ec7-2c734210b8f1,e8c344f6-9bee-4ad6-8356-63ee4e2988cf,Arbok,Temporal Forces,101,common,v1|257702899233|0,Arbok 101/162 Common Temporal Forces Pokemon Reverse Holo NEAR MINT,,Ungraded,4000,[],"[""FIXED_PRICE""]",tcgbychris,https://i.ebayimg.com/images/g/KbIAAeSwmX1qjkoM/s-l225.jpg,https://www.ebay.com/itm/257702899233?_skw=Arbok+101+Temporal+Forces+Pokemon+card&hash=item3c004a2e21:g:KbIAAeSwmX1qjkoM,2026-09-12T23:42:48.395762+00:00
D3-0EFCEA3DD1C674E2,COVERAGE_BLIND,740ad74c-8c0c-411f-9ec7-2c734210b8f1,e8c344f6-9bee-4ad6-8356-63ee4e2988cf,Arbok,Temporal Forces,101,common,v1|336261551278|545992047375,"Pokemon TCG Temporal Forces Choose Your Card Singles - Holo, Reverse Holo, Ex",,Ungraded,4000,[],"[""FIXED_PRICE""]",quickclawtrades,https://i.ebayimg.com/images/g/KdwAAeSwtwVpD6~v/s-l225.jpg,https://www.ebay.com/itm/336261551278?_skw=Arbok+101+Temporal+Forces+Pokemon+card&hash=item4e4ac014ae:g:KdwAAeSwtwVpD6~v,2026-09-12T23:42:48.395762+00:00
D3-4DF4240DB65F22F9,COVERAGE_BLIND,740ad74c-8c0c-411f-9ec7-2c734210b8f1,e8c344f6-9bee-4ad6-8356-63ee4e2988cf,Arbok,Temporal Forces,101,common,v1|227466463675|0,NM Arbok [Temporal Forces 101/162] Reverse Holofoil Common Pokemon TCG,,Ungraded,4000,[],"[""FIXED_PRICE""]",cardscape_collectibles,https://i.ebayimg.com/images/g/9EsAAeSwtFxqjyMN/s-l225.jpg,https://www.ebay.com/itm/227466463675?_skw=Arbok+101+Temporal+Forces+Pokemon+card&hash=item34f60ec9bb:g:9EsAAeSwtFxqjyMN,2026-09-12T23:42:48.395762+00:00
D3-9AA97DC0859A0660,COVERAGE_BLIND,740ad74c-8c0c-411f-9ec7-2c734210b8f1,e8c344f6-9bee-4ad6-8356-63ee4e2988cf,Arbok,Temporal Forces,101,common,v1|236939316569|537364492367,Pokémon | Temporal Forces | Reverse Holos | Holos | Ex | Choose Your Card,,Ungraded,4000,[],"[""FIXED_PRICE""]",jiggylechonk,https://i.ebayimg.com/images/g/VYQAAeSwrndqWHkB/s-l225.jpg,https://www.ebay.com/itm/236939316569?_skw=Arbok+101+Temporal+Forces+Pokemon+card&hash=item372aaf0d59:g:VYQAAeSwrndqWHkB,2026-09-12T23:42:48.395762+00:00
D3-90BE2EB4EE1B6B3B,COVERAGE_BLIND,740ad74c-8c0c-411f-9ec7-2c734210b8f1,e8c344f6-9bee-4ad6-8356-63ee4e2988cf,Arbok,Temporal Forces,101,common,v1|318750438471|0,101/162 Arbok - SV05 Temporal Forces - Reverse Holo NM Pokemon,,Ungraded,4000,[],"[""FIXED_PRICE""]",mountvariety,https://i.ebayimg.com/images/g/S3MAAOSw2WNmAYAT/s-l225.jpg,https://www.ebay.com/itm/318750438471?_skw=Arbok+101+Temporal+Forces+Pokemon+card&hash=item4a3701b447:g:S3MAAOSw2WNmAYAT,2026-09-12T23:42:48.395762+00:00
D3-A3479259D018ED0C,COVERAGE_BLIND,740ad74c-8c0c-411f-9ec7-2c734210b8f1,e8c344f6-9bee-4ad6-8356-63ee4e2988cf,Arbok,Temporal Forces,101,common,v1|198536291545|0,ARBOK 101/162 - REVERSE HOLO C - TEMPORAL FORCES - NM/M,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",402poke,https://i.ebayimg.com/images/g/dZUAAeSw2JtqcjWF/s-l225.jpg,https://www.ebay.com/itm/198536291545?_skw=Arbok+101+Temporal+Forces+Pokemon+card&hash=item2e39af64d9:g:dZUAAeSw2JtqcjWF,2026-09-12T23:42:48.395762+00:00
D3-32B5ABF11A85AF59,COVERAGE_BLIND,75720435-3807-46b6-b3da-5e1c53b77822,9ad0c133-f133-45ab-9b3f-494199354e20,Mega Darkrai ex,Pitch Black,116,special_illustration_rare,v1|206551913267|0,Mega Darkrai EX 116/084 Pitch Black SIR Art English,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",mikepeek,https://i.ebayimg.com/images/g/3VYAAeSw3qdqpJRG/s-l225.jpg,https://www.ebay.com/itm/206551913267?_skw=Mega+Darkrai+ex+116+Pitch+Black+Pokemon+card&hash=item3017741333:g:3VYAAeSw3qdqpJRG,2026-09-12T23:42:48.395762+00:00
D3-9B55603C0CEE3CB7,COVERAGE_BLIND,75720435-3807-46b6-b3da-5e1c53b77822,9ad0c133-f133-45ab-9b3f-494199354e20,Mega Darkrai ex,Pitch Black,116,special_illustration_rare,v1|257665340712|0,Mega Darkrai Ex SIR 116/084 - Pitch Black,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",dray2194,https://i.ebayimg.com/images/g/sBYAAeSwIvJqdIEm/s-l225.jpg,https://www.ebay.com/itm/257665340712?_skw=Mega+Darkrai+ex+116+Pitch+Black+Pokemon+card&hash=item3bfe0d1528:g:sBYAAeSwIvJqdIEm,2026-09-12T23:42:48.395762+00:00
D3-4A2F91CB923513DF,COVERAGE_BLIND,75720435-3807-46b6-b3da-5e1c53b77822,9ad0c133-f133-45ab-9b3f-494199354e20,Mega Darkrai ex,Pitch Black,116,special_illustration_rare,v1|800450540571|0,Pokémon Mega Darkrai Ex Pitch Black Ultra Rare,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",inspired46,https://i.ebayimg.com/images/g/6qMAAeSwRT1qb6kq/s-l225.jpg,https://www.ebay.com/itm/800450540571?_skw=Mega+Darkrai+ex+116+Pitch+Black+Pokemon+card&hash=itemba5e91f41b:g:6qMAAeSwRT1qb6kq,2026-09-12T23:42:48.395762+00:00
D3-0B6EB1FB445DA71C,COVERAGE_BLIND,75720435-3807-46b6-b3da-5e1c53b77822,9ad0c133-f133-45ab-9b3f-494199354e20,Mega Darkrai ex,Pitch Black,116,special_illustration_rare,v1|117373069531|0,Mega Darkrai ex 116/084 SIR Pokemon Pitch Black ME05,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",danielle.jur831,https://i.ebayimg.com/images/g/TJsAAeSw3B1qij2a/s-l225.jpg,https://www.ebay.com/itm/117373069531?_skw=Mega+Darkrai+ex+116+Pitch+Black+Pokemon+card&hash=item1b53fae8db:g:TJsAAeSw3B1qij2a,2026-09-12T23:42:48.395762+00:00
D3-66D155421B89ACBA,COVERAGE_BLIND,75720435-3807-46b6-b3da-5e1c53b77822,9ad0c133-f133-45ab-9b3f-494199354e20,Mega Darkrai ex,Pitch Black,116,special_illustration_rare,v1|318830141917|0,Mega Darkrai ex 116/084 Special Illustration Rare Pitch Black Pokemon Holo NMT,,Ungraded,4000,[],"[""AUCTION""]",highendboxbreaks,https://i.ebayimg.com/images/g/~BoAAeSwMx5qnDs1/s-l225.jpg,https://www.ebay.com/itm/318830141917?_skw=Mega+Darkrai+ex+116+Pitch+Black+Pokemon+card&hash=item4a3bc1e1dd:g:~BoAAeSwMx5qnDs1,2026-09-12T23:42:48.395762+00:00
D3-6BC0F7E2D3393822,COVERAGE_BLIND,75720435-3807-46b6-b3da-5e1c53b77822,9ad0c133-f133-45ab-9b3f-494199354e20,Mega Darkrai ex,Pitch Black,116,special_illustration_rare,v1|820079077859|0,Mega Darkrai ex 116/084 - Special Illustration Rare SIR Pitch Black Pokemon NM,,Ungraded,4000,[],"[""FIXED_PRICE""]",thewildcardcollective,https://i.ebayimg.com/images/g/B5AAAeSwO19qnzyW/s-l225.jpg,https://www.ebay.com/itm/820079077859?_skw=Mega+Darkrai+ex+116+Pitch+Black+Pokemon+card&hash=itembef085a9e3:g:B5AAAeSwO19qnzyW,2026-09-12T23:42:48.395762+00:00
D3-470BCD4E333DCE45,COVERAGE_BLIND,77b44a76-26f7-4fa0-a548-c29870a7bb68,63f84d31-df83-456f-bd4c-e59b7e2ba541,Crustle,Paradox Rift,183,illustration_rare,v1|366616940853|0,Crustle 183/182 SV04 Paradox Rift Illustration Rare Holo EN 2023,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",flippin-flipper,https://i.ebayimg.com/images/g/k3AAAeSw7F9qhjnX/s-l225.jpg,https://www.ebay.com/itm/366616940853?_skw=Crustle+183+Paradox+Rift+Pokemon+card&hash=item555c129135:g:k3AAAeSw7F9qhjnX,2026-09-12T23:42:48.395762+00:00
D3-C805B49A97F96783,COVERAGE_BLIND,77b44a76-26f7-4fa0-a548-c29870a7bb68,63f84d31-df83-456f-bd4c-e59b7e2ba541,Crustle,Paradox Rift,183,illustration_rare,v1|227153217536|0,Pokémon TCG SV04: Paradox Rift Crustle 183/182 Near Mint (NM),,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",mcr-5211,https://i.ebayimg.com/images/g/JmwAAeSw4cVpVCi6/s-l225.jpg,https://www.ebay.com/itm/227153217536?_skw=Crustle+183+Paradox+Rift+Pokemon+card&hash=item34e3630800:g:JmwAAeSw4cVpVCi6,2026-09-12T23:42:48.395762+00:00
D3-7D53DFB4809FBAAE,COVERAGE_BLIND,77b44a76-26f7-4fa0-a548-c29870a7bb68,63f84d31-df83-456f-bd4c-e59b7e2ba541,Crustle,Paradox Rift,183,illustration_rare,v1|377320767638|0,Crustle 183/182 2023 Pokémon SV Paradox Rift Illustration Rare Card,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",hoel8481,https://i.ebayimg.com/images/g/CYUAAeSwBoBqSuzH/s-l225.jpg,https://www.ebay.com/itm/377320767638?_skw=Crustle+183+Paradox+Rift+Pokemon+card&hash=item57da120096:g:CYUAAeSwBoBqSuzH,2026-09-12T23:42:48.395762+00:00
D3-ACD900ACD63C867A,COVERAGE_BLIND,77b44a76-26f7-4fa0-a548-c29870a7bb68,63f84d31-df83-456f-bd4c-e59b7e2ba541,Crustle,Paradox Rift,183,illustration_rare,v1|327298452818|0,2023 Pokemon Paradox Rift CRUSTLE #183 ILLUSTRATION RARE SGC 9,,Graded,2750,[],"[""FIXED_PRICE"",""BEST_OFFER""]",a-gamesports,https://i.ebayimg.com/images/g/jHkAAeSw4~9oMiPo/s-l225.jpg,https://www.ebay.com/itm/327298452818?_skw=Crustle+183+Paradox+Rift+Pokemon+card&hash=item4c34820d52:g:jHkAAeSw4~9oMiPo&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGa3%2FKDVZOGg60UpJTkvCvIDVFO1TZ3%2F2iqeBhHwlE7GOANJxy6GeiK5%2BXuNOqLguaWdjV4AKYWwUUZw9vGP3B%2B%2FljDT7piITWhliWAGErqQpYbGQsYJ0513a%2BvQVCSi8vPlj%2FGRGHewXCYWAAjdRaLuYmfiO2ZLPYk%2BtEkhhGD4KVXXDo%2BEuGQmu%2FJtYID8c2VFeSwC59r%2BE0k9CVBYxQm3z2ZuST1t3vVxffvhuDTMlzdcu59cVa0UGnE%2Bpe5q9KzVSxso%2B%2B%2B2HL%2FWlAO0EllFiudykfV32ktfPxQpOH9vjWDzY0KRso9Am%2F6riV%2BekMI%3D,2026-09-12T23:42:48.395762+00:00
D3-8F0A92ACE08B8244,COVERAGE_BLIND,77b44a76-26f7-4fa0-a548-c29870a7bb68,63f84d31-df83-456f-bd4c-e59b7e2ba541,Crustle,Paradox Rift,183,illustration_rare,v1|227390494562|0,Pokémon TCG Crustle Holo Illustration Rare Card 183/182 Sv04: Paradox Rift,,Ungraded,4000,[],"[""FIXED_PRICE""]",alb-3118,https://i.ebayimg.com/images/g/O78AAeSwtAZqMMm-/s-l225.jpg,https://www.ebay.com/itm/227390494562?_skw=Crustle+183+Paradox+Rift+Pokemon+card&hash=item34f1879762:g:O78AAeSwtAZqMMm-,2026-09-12T23:42:48.395762+00:00
D3-9100802AA2C88978,COVERAGE_BLIND,77b44a76-26f7-4fa0-a548-c29870a7bb68,63f84d31-df83-456f-bd4c-e59b7e2ba541,Crustle,Paradox Rift,183,illustration_rare,v1|227459556364|0,Pokémon Crustle Paradox Rift Full Art holo 183/182,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",austincardnerd,https://i.ebayimg.com/images/g/eFUAAeSw4VVqb9iN/s-l225.jpg,https://www.ebay.com/itm/227459556364?_skw=Crustle+183+Paradox+Rift+Pokemon+card&hash=item34f5a5640c:g:eFUAAeSw4VVqb9iN,2026-09-12T23:42:48.395762+00:00
D3-F6510FFEF0589D75,COVERAGE_BLIND,7b00ea04-5c2a-4172-8025-afba48ddacb3,94d01e3d-09de-4d04-a0d8-1f36a5cfe684,Cresselia,Shrouded Fable,71,illustration_rare,v1|358892052845|0,Cresselia 021/064 - Shrouded Fable - Holo Rare NM,,Ungraded,4000,[],"[""FIXED_PRICE""]",jrscardco,https://i.ebayimg.com/images/g/hDEAAeSw5ctqdKds/s-l225.jpg,https://www.ebay.com/itm/358892052845?_skw=Cresselia+71+Shrouded+Fable+Pokemon+card&hash=item538fa2216d:g:hDEAAeSw5ctqdKds,2026-09-12T23:42:48.395762+00:00
D3-7B1E20A89D176260,COVERAGE_BLIND,7b00ea04-5c2a-4172-8025-afba48ddacb3,94d01e3d-09de-4d04-a0d8-1f36a5cfe684,Cresselia,Shrouded Fable,71,illustration_rare,v1|198636783292|0,Cresselia Holo Rare SV: Shrouded Fable 021/064 LP D22,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",cards4saleee,https://i.ebayimg.com/images/g/QvsAAeSwuIVqpXRa/s-l225.jpg,https://www.ebay.com/itm/198636783292?_skw=Cresselia+71+Shrouded+Fable+Pokemon+card&hash=item2e3facc6bc:g:QvsAAeSwuIVqpXRa,2026-09-12T23:42:48.395762+00:00
D3-424A88ADD39096CC,COVERAGE_BLIND,7b00ea04-5c2a-4172-8025-afba48ddacb3,94d01e3d-09de-4d04-a0d8-1f36a5cfe684,Cresselia,Shrouded Fable,71,illustration_rare,v1|316559865198|0,Pokemon Cresselia #021/064 English Shrouded Fable Holo Rare,,Ungraded,4000,[],"[""FIXED_PRICE""]",midweststation,https://i.ebayimg.com/images/g/GxgAAOSwzAdn5azj/s-l225.jpg,https://www.ebay.com/itm/316559865198?_skw=Cresselia+71+Shrouded+Fable+Pokemon+card&hash=item49b470356e:g:GxgAAOSwzAdn5azj,2026-09-12T23:42:48.395762+00:00
D3-3D4B9D042E8DEE70,COVERAGE_BLIND,7b00ea04-5c2a-4172-8025-afba48ddacb3,94d01e3d-09de-4d04-a0d8-1f36a5cfe684,Cresselia,Shrouded Fable,71,illustration_rare,v1|336791372847|0,Cresselia 021/064 Rare Shrouded Fable Pokemon Reverse Holo Near Mint,,Ungraded,4000,[],"[""FIXED_PRICE""]",chaoticcollection,https://i.ebayimg.com/images/g/vKcAAeSwMyBqpdLk/s-l225.jpg,https://www.ebay.com/itm/336791372847?_skw=Cresselia+71+Shrouded+Fable+Pokemon+card&hash=item4e6a54842f:g:vKcAAeSwMyBqpdLk,2026-09-12T23:42:48.395762+00:00
D3-24A0820C2EB79C5B,COVERAGE_BLIND,7b00ea04-5c2a-4172-8025-afba48ddacb3,94d01e3d-09de-4d04-a0d8-1f36a5cfe684,Cresselia,Shrouded Fable,71,illustration_rare,v1|178440104369|0,2024 Shrouded Fable Cresselia Secret Rare #071/064,,Ungraded,4000,[],"[""FIXED_PRICE"",""BEST_OFFER""]",gamedaylr,https://i.ebayimg.com/images/g/YikAAeSwmKhqjd~7/s-l225.jpg,https://www.ebay.com/itm/178440104369?_skw=Cresselia+71+Shrouded+Fable+Pokemon+card&hash=item298bdbe9b1:g:YikAAeSwmKhqjd~7&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGb6NafdAnFgec0zcBCxIgQ%2FyCwt2DwFHaMPsjnzkOEXxCcE4qgrjehC873yK9bIGf%2Be38kiCu0JP9h%2FuAcR8E7Rs7w7zDDgK3jLJMTkp%2Bo98nta4nkAgqk%2Fl4MPtRdDJC3ytk2Xc%2B7H%2FbNMVhAWOn2Ok2SPX4bzx4dwmLngchwdQe%2F0mqfC7XV%2B5Tcpjg48bakf5R4TO5%2FzVHlDTC1Sh54zHtbEyEa2mkYnnNNJ4nzS1x0XVe6g8YhEXdWmwhvU6kYx7Ipdx2zeNBIDw1MxJWI0P%2FEcZwgbqr%2B6SpHkMCGfS5X27paNlsS5lacOrS%2FdYFY%3D,2026-09-12T23:42:48.395762+00:00
D3-07E6877340EADA2E,COVERAGE_BLIND,7b00ea04-5c2a-4172-8025-afba48ddacb3,94d01e3d-09de-4d04-a0d8-1f36a5cfe684,Cresselia,Shrouded Fable,71,illustration_rare,v1|178298906435|0,Cresselia 021/064 Shrouded Fable Pokemon Reverse Holo Rare Near Mint,,Ungraded,4000,[],"[""FIXED_PRICE""]",pokekingshopinc,https://i.ebayimg.com/images/g/c5UAAeSw5eRqUFlF/s-l225.jpg,https://www.ebay.com/itm/178298906435?_skw=Cresselia+71+Shrouded+Fable+Pokemon+card&hash=item2983716743:g:c5UAAeSw5eRqUFlF,2026-09-12T23:42:48.395762+00:00
D3-55A18838D9782D51,COVERAGE_BLIND,7f065a2b-5cab-45c8-8fd8-96d4c07c4ee8,3805ddb2-e4cd-40b3-8a52-82398effa130,Canari,Ascended Heroes,291,special_illustration_rare,v1|257673556320|0,PSA Gem Mint 10 Pokemon Ascended Heroes Canari SIR 291/217,,Graded,2750,[],"[""FIXED_PRICE""]",thecollector,https://i.ebayimg.com/images/g/c4YAAeSw5glqemz2/s-l225.jpg,https://www.ebay.com/itm/257673556320?_skw=Canari+291+Ascended+Heroes+Pokemon+card&hash=item3bfe8a7160:g:c4YAAeSw5glqemz2,2026-09-12T23:42:48.395762+00:00
